11149207,37958634,196084557,639,118591,166963,3800581,4548451,95115,4969,46071,460759140,5795377,250958467,2527433,563595375,115727,4090931,0,0,56050,1140885,0,12239,515220677,3826981,3434,3955145,159983927,45676529,16690,0,3866811,1,1000017917,206480,283862,82214921,11722,510471732,249582860,1461123,5561062,0,40192888,0,11180334,5332038,27675895,697,8899214771741,1168346,5122260,94277,0,31690,436488485,249575003,0,0,4039174,224787706,0,0,1433017,142276194,86003099,17502458,1,53637716,12759,118782,14700,7753,0,0,1159660,15,5330437,9505797,3215,12758,0,54,40650,2805300,22817482,4160810,295,8549315,85183,1485605,1098541,1144,539316833,25929416,1,380638,149458851,130934,5322359,428197,8546514,205429,19332,288,1056219,15246121,159354013,8927,412751138,58034,217,20,185229180,494797087,0,186617877,0,790385,130462,487368464,4066409,19521,164140138,1685233391,2957787,250936733,0,0,2895909,236130579,1739270,7298447,20324306,1489050,0,82625223,5835690,23677828,0,10176,51845642,7337796,46049,106746,1679737978,3300553,2331309,396325004,0,0,0,11635980,5894046,3947246,58616262
0,69667083,116646119,703,64508,176927,1997413,3697767,91981,0,426609094995,0,4110354,151644330,23871701161342,774385308,1153278816685,12174026,0,0,23182,2635032,0,173496485278,0,3942841,425,7838233,0,67314079,26182,0,46661996310737,0,0,2184187481576,2841217892014,81277591,15389,5329626874195676,419692826,1972755,6911857,0,925338404797164,0,6243968,2008511,748330632370311,170,0,997240,0,32611,0,139156,434928162,419623534,0,0,3971030,344931284,0,0,1979198,1337948175218444,45536155,8225646,0,59277968,5063,216844,0,444120711380,0,0,8129818,885,5189292,5884631,1210,5063,0,21,46266,1160310,693049860158957,3429770,1632,13724743,94327,349975,9942277120717,5390,10522806927129839,105749580,0,207928,227829743,67629,5441741,423530,15426640,536539,43291,4739,0,34739416,30771842,6172,3924603192599581,38011,142,26,391066375,611400362,0,0,0,412785,154910,290762858,14829504,6854,285964976,0,6571091,151640443,0,0,3022368,168239038,2191044,4386161,73724906,1069604,0,1383131838706485,11100842,0,0,11293,23241938,15201263,1801538763966,3628258332919,0,11761258,4307713,928980136,0,0,0,26751980,13534250,4789741,72472246
0,19427453,125257217,74,1100478,151905,1507844,1053285,43799,0,694997949100,0,1348763,75580613,94371217111331,244048453,118179663181,3880311,0,0,383736,631879,0,0,0,523590,88,1872250,0,26406893,20140,0,6618700535984,0,0,10004532618981,26246711868871,19310594,11485,41682549792,71498812,527149,3937263,0,208331467963464,0,5392995,671899,63945625639928,8,0,4460,0,4150,0,260029,101642354,71383535,0,0,3989099,56508656,0,0,1151610,368943155749584,16107634,6982618,0,12498928,110968,65906,0,16612844501,0,0,2056592,937,460904,6289750,21133,110962,0,433,1758,878844,315766459136504,220538559,1159,4674408,31213,43372,61665651456,2785,125898138254038,36808119,0,2603885,52956780,50840,650822,152800,2701996,157770,7746,9170,0,11416652,23829612,103506,1680874764353753,371270,1702,343,75251092,147800861,0,0,0,35152,1730,77324235,4029589,642,81489970,0,2469158,75562717,0,0,1523542,80857200,893428,5150851,12062254,155666,0,270727673104276,2762246,0,0,5692,16857147,3375349,295830286310,1625368761372,0,3845193,1476248,190542739,0,0,0,3018624,3968871,2745396,35201426
0,24633943,107353619,86,43606,158975,2893793,1340221,61360,0,1932242128820,0,2309696,85674433,56459286778060,245122908,2679647459,3872912,0,0,181437,653402,0,0,0,918753,1,2361005,0,28598945,22671,0,4235902946141,0,0,2586491097888,3287236312693,18331210,10212,32034067534728,70816808,524541,5462729,0,34989118154909,0,9755701,746578,39062475145091,7,0,11462551,0,2411,0,236322,97352026,70716451,0,0,4065346,59168992,0,0,1617246,225354095713689,24471962,12386288,0,21889004,4252,56945,0,16841290960,0,0,2031343,12761,930508,4847085,9787,4251,0,1,6037,1561582,50471057420560,248822999,960,4487076,67365,56655,614342564072,3335,75269616437390,37994765,0,3377069890427,76176724,93886,426765,225160,2465065,134151,6726,8920,0,10965411,49610673,28997,1020924037714396,237001,347,1,73650785,141251473,0,0,0,42084,2121,146103193,4025035,901,112682766,0,2482061,85689741,0,0,2055325,92015637,877738,4298881,11902154,146440,0,184010666573868,2730321,0,0,7894,31548341,3411425,225103044260,826013956351,0,3830957,1446445,187679726,0,0,0,3253543,3799294,3812951,52178132
0,12195991,105372199,61,982,154929,1198269,3398203,130536,0,90942449601,0,6216880,108408140,8708453017111,252648236,878547127,3779381,0,0,1419,640595,0,0,0,335432,0,1910939,0,24768162,55500,0,3851114641664,0,0,173649029298,2717513051125,18599953,33739,17608104096171,93831787,25992960,2761681,0,63071888025,0,8470321,616947,27756741888524,36,0,448479,0,1390821,0,243597,98829240,71398665,0,0,3961026,60167557,0,0,776310,154578721213012,24047062,12099483,0,11267764,57,67542,0,9120465325,0,0,2008249,5,284076,4150403,4,57,0,7,786076,1412117,2567829744147,132911896,149,4608151,24543,62449,507501286670,214340,46728697681728,33917340,0,597543717335,56160764,42573,540649,179425,2821764,150394,7647,8477,0,10841818,42018196,100722,605456124011348,9417,367,0,73744257,142216984,0,0,0,50039,1501663,358727708,4304886,950,111949253,0,2473098,109136407,0,0,1221560,88355772,871569,3599275,674452264,177156,0,215989253120306,2800581,0,0,17567,14071127,3594978,163652280804,336008758,0,3729249,1477970,185941650,0,0,0,3373298,3774865,1924127,53482490
0,9418398,88698568,9889,3954,166193,2488942,4025121,20002,0,5646505629243,0,1536550,105513737,7948295736991,17325184418,444876779,175366645,0,0,323,37988754,0,0,0,230515,50580,90430744,0,1237874564,81394,0,3756064936682,0,0,495245553036,8615449632199,3360410375,49405,12363300528371,7871689366,14671656803206,4644712,0,227266194193,0,7955570,437328,640307772642,8576,0,39320,0,20771,0,6259443,16286588562,7891497451,0,0,4130565,9487796877,0,0,1240834,113592375375436,15957544,11655589,6,10758477,11357,3160848,0,81577484099,0,0,85009991,58,194415,3738099,7322,11358,0,2,3623,1240370,13463405856889,298266,6,286085555,9764,89683619,645400402963,179451,35490947674076,1224888539,6,191350112007,51021494,70090,168484,146676,360485538,7327514,639247,171480,0,673078721,29678281,185052,389092117809677,136868,299,0,5020471447,19933822131,0,0,0,7946451,869316516322,100269295,175158511,175374,108571920,0,88508689,106963984,0,0,2260939,55576896,34366451,3072593,394463612998151,19843398,0,154102145994499,182622027,0,0,1953,31656198,208975347,853403693,0,0,167420751,69588334,12584691835,0,0,0,481563197,240885454,3303540,50044144
0,5806811,101086079,153,4299,136049,1341427,4186221,24975,0,4466798475432,0,2713505,195292385,30502239979845,1154047973,216319319,269302,0,0,1606,999825,0,0,0,309875,5736464826,500650,0,30312566,80246,0,4764970767243,0,0,559084966974,6888464078486,1870896190,48529,8952469847631,794776440,1033818278642,3445024,0,446341431250,0,7684878,1623902,0,787,0,58709,0,23340,0,11848,8310731687,795871180,0,0,3945739,3135224755,0,0,705901,65474747647073,41349492,11331307,0,11888485,63949,5190,0,0,0,0,34224638,35,294229,4141872,12114,63947,0,7,26364,1082175,164137084552,3238645,39176,4082616,11850,53091555,594107031723,147913,27765106321828,8277708,0,215140728945,54319209,40767,261308,167533,177978420,21833,9561,35551,0,20846356,31413904,118261,202340498097792,310182,1526,0,3176348825,9107462001,0,0,0,4852,2163677053,167466490,438994,96241,67815501,0,65579,196940608,0,0,1732284,65440051,210222,3513683,2108584749557,199598,0,109002296606710,1332099,0,0,2240,20464735,1764333,0,0,0,433338,177309,38015076,0,0,0,88286223,8740015,2652105,48492764
0,1735057523,10785954061,52,6113,138695,1097704,3444134,31448,0,2369257570950,0,3147934,121869725,28059600632963,1330755206,252517645,980016,0,0,142100,1013713,0,0,0,389344,0,49069607,0,85230995,78057,0,2345214351106,0,0,360790440487,4514727989665,1017087204,47280,5151709213754,844021157,950348585842,3385330,0,290834448182,0,7649605,468924,0,1933,0,1012456,0,47483,0,2517454,4919425853,844502888,0,0,3920756,2402434249,0,0,655664,46750900158244,17572918,9927311,0,12138440,69434,1320572,0,0,0,0,83848447,76,395837,499045154,0,69433,0,168,439087,871152,274578358568,4367105,211,11122954,2730987,25061268,542838574434,7635471,20244691091122,3587607,0,339902231632,6921711568,35501,392674,141094,339457836,4067982,4483,33535,0,23645977,30840916,75170,135887742412885,0,0,0,0,5037047846,0,0,0,4660654,6470430788,186419572,1631319,106,9350209880,0,103173,123646114,0,0,1710943,64784566,1341971,398489933,3682424217,251248,0,62485612597207,6898892,0,0,2618,18877554,5760380,0,0,0,1095712,1308297,465873020,0,0,0,249970440,9039711,2651293,39521136
0,2308083,7839172,37,110828,13301027,248257007,207319545,35339,0,2544155739839,0,3275892,78435143,19613626715198,1560671725,847082761,1724677,0,0,233142,1510344,0,0,0,99540970,0,3961510,0,98491451,3201669,0,1757571267430,30,0,387513221009,5591464829861,855803929,1942468,3340637889864,614301877,881727332969,365842424,0,297967725023,0,656807419,475211,0,3085,0,13191140,0,79439,0,134767,4109727756,614489564,0,0,361579103,1506747728,0,0,97074627,30029568639426,19632939,1039322408,0,3744896645,8521,72305,0,0,0,0,187528558,42,134226363,16698577,0,8521,0,160,18099,110855386,243452145450,5080409,380,11938326,1364184,1264815,500868249520,660470,16048478780936,5683319,0,66450450377,4471319,8095568,138948987,15407529,249251372,222565,9911,113762,0,26367953,8525904494,82251,87498710015796,0,0,0,0,4347703163,0,0,0,84180,82156004,195973509,2127737,81946,532341216,0,392925,78719746,0,0,164793743,15833090327,14555022,3514202,0,361080,0,34462976610374,7000122,0,0,3394,3225713436,168289912,0,0,0,1846323,48315347,696450955,0,0,0,257058229,9558394,260770477,4019504062
0,628198969,48567767,13,1606375,33771,37595912280608,57246362,33891,0,2733199020518,0,3214157,16275785754,31120718553889,1491971530,74995330,2041039,0,0,0,2324418,0,0,0,630345,0,37098472,0,98698874,5552877,0,0,0,0,371736686008,4236545396046,774049724,1860640,2344740814261,558227049,840003303264,4682607,0,124643571041,0,6173611,150393905,0,0,0,3123385,0,85526,0,87665,3688914419,558346723,0,0,4818,1396497296,0,0,1498659,17749832791616,6529666679,5898861,0,1038273224,264233,37485,0,0,0,0,99511007,9,2885255,41696812,0,264228,0,0,22522,1403128,42606038679,6496643,521,13887393,0,1908647,447208454649,28418,13391974795830,6967467,0,80266967667,28734853,1177901683029,3971420,4926378,200704663,115353,12622,0,0,30197004,1997111685,78672,47398847882987,0,0,0,0,3965504500,0,0,0,3569406,37865417,196679165,2671791,160791,546544422,0,1093894,16331528175,0,0,878268,2664958906,13284076,13460875,0,220858,0,30996281970001,10028685,0,0,3060,541745665763482,8879071,0,0,0,2129921,2040109,1017605717,0,0,0,269585041,10849076,2257937,593303100
