40940558,193821164,724,118977,164929,3337153,4505456,130249,46071,5613606,247821233,2501139,536242170,92173,121597393,4059949,0,57863,1203420,0,12239,3766626,0,4004816,43151391,15699,4139611,0,207637,285769,81208417,11346,532683219,256214369,1459342,5534829,0,28958458,0,10795378,5275856,19596264,620,1177771,82273,0,2194791270,43495,429860774,256201491,0,0,4021177,222275851,0,1576,1414814,146509152,81138278,0,16581833,53974712,12751,117373,7917,0,939907,5,5263837,10540968,3199,12750,0,53,40672,21315459,2639430,4148411,292,8409290,85304,1482570,13111306,1098679,546884647,511,22547287,1,51241936705984,380287,0,157656327,106166,5244362,427189,8278586,197612,20650,799,239,16354404,151663482,9142,424668822,60313,217,21,47198487,487422319,0,0,790804,137536,500278148,4019615,22280,182946123,2788806,247752801,0,0,2876935,229347476,1663529,20338534,7081199,1502575,0,80974456,156397135,5521650,0,14453,44996810,7320863,42197,94202,3269189,2265030,381442757,0,0,11377908,5733100,3931808,58479204
19351995,283066352,815,88811,4767457597332,76000949702276,8736305,167166,409,8705028,283262531,32413690691639,758950908,1319282561048,0,8521400,0,35190,1961894,0,5448,3692879,0,5758613,59753161,36970,107234080157111,0,31001,23921,127475207,22167,10855869951785105,2425023542832034,1980135,10941539,0,63173485,0,22112131,3293505,660661017573903,7372877774,884260,1053810183296,0,0,89592,671488388,2424289125167428,0,0,110710781193016,249716151,0,730,3194196,2703987507246638,72087757,0,31499132,71340153,3365,212982,35351,0,4277535,59371093,4809204,15138019,1819,3365,0,13,41978,60908727,4006439,4097473,153,16117456,1432102052278,747588,0,13506928642718,263702028,290,74190752,1,0,226482,0,73655863,2395141829392,6904647,824663,14595210,504953,40661,0,1243,21153173,150328504,9122,8048365647382911,52140,198,308729690,1121880415659669,851470879,0,0,565371,119446,621426349,14128107,24214,133227134,6987575,284759698,0,0,4860829,256750388,2711412,38803264,9566191,1611372,0,108231686,0,9006083,0,20096,947546244156868,11731517,185744,110387,7956133,3875155,719952012,0,0,18943871,8131766,7470283,147869934
220930754,1521404432,2167,994593,50165216598,4838307596255,18720999,1287831,8035389,49423383,1774879393,194939480091905,4154356970,3085291781,0,23753656,0,114694,9653496,0,19738,9680392,0,21491577,459166422,513065,20609819510819,0,655226,4819826,791117187,312904,10894636796469476,17407169383400,4460811,33819401,0,643637213,0,72225297,16963515,3309501504809,0,10571437,857238977,0,0,254594,4545397048,17804613165641,0,0,981788212284,2246587830,0,2710,10912415,3182526149530652,721599447,0,123925704,583176392,163835,552015,129083,0,70305216,0,16080645,96964897,5910,163830,0,322,269797,386265658,20378681,271735921,2757,70813828,2175669679,3337044,0,0,4668309453,1257,438280715,1,0,4640350,0,659417682,2072427667448,19987055,2301800,146816587,1476673,183484,0,2204,164893481,1432971731,26267,13236139835808804,77964,434,221225,372237742755,5245094107,0,0,2396870,1020643,3827677387,16467437,55507,2484270470,14769463,1778794439,0,0,13664354,1586660430,8661395,184506960,54389175,3817862,0,642060707,0,55017114,0,178473,69891337457527,62615774,438917,1122582,21357068,18348807,3470058063,0,0,156934123,57458073,22031408,763938237
33189268,51478221,3,336,11705081088,63518595607308,1561,111695,155811115,1925722,878216726,1018799992640206,1315738469,0,0,3630006,0,318,685647,0,36142,914278,0,277561,214498139,765894747313,1132224169685,0,88102887,17878516,70481986,361321609735,55312339588340,7975741431709,6221,1595703,0,44552085,0,1389538,6551475,5280027971477,0,1625,732021933,0,0,7211,2048874526,8154412849282,0,0,238391696315,1813466155,0,1664,1439875,229480001907532,80519840,0,5385626,64670365,48034,66501,197,0,204962370,0,4544854,10087271,11,48032,0,4,118,26959715,967865,683069445,986,4781900,2512228232,69836,0,0,80837104,798,39501402,0,0,178611,0,11854231,32130619970,4884497,182435,3000187,21962,15107,0,20057,9606220,420504224,5542482,1949311583388556,156258,0,246459,0,1897726066,0,0,51833,54726,1047900885,20071581,848,1206267295,1344681,876304572,0,0,34056,5422087525033402,1435973,7419439,7229307,2937268,0,177061327,0,3093601,0,7564,880686997493494,5155761,140,218668,3578401,1211337,1578912394,0,0,24914848,3981808,1345011,530925348
9058199,247827781,3376,1053,0,9536371355,15870,67449,124184626,6965361,690870118,423528050100441,1162557791,0,0,70933549,0,1784,1044033,0,37547,736985,0,336796,182992432,12655276639,514913681543,0,72435505,13436241,99805220,6831678646,22363008823792,1911521162320,9806,2953045,0,45260755,0,141936,5744807,0,0,10975,0,0,0,14037,2049318451,1955290878720,0,0,0,1446425672,0,5186,1647403,72869282278925,105455707,0,11012239,124608470,161390,65491,398,0,151531412,0,6817580,20047663,9016,161387,0,1,447,29994071,53489,522698841,997,9507962,1841449166,7357791,0,0,286649363,2756,59597355,0,0,247712,0,24776411,6684407365,5817040,185683,20644565,1168630,13424,0,11157,20908636,392207614,4496784,645703186968528,188033,0,0,0,2036565635,0,0,5255737,3558,1071524191,55587290,2421,1261420156,316032,690349260,0,0,1181638,942971412257953,97620,4871605,14484362,221021,0,171007624,0,4236500,0,4237,10988966183818,1267715,44,215216,65678398,273572,1697638820,0,0,53247667,7790027,97942,413403776
18575493,420967615,485,2589,0,1102156827667,33558,179554,118387726,4753193,739134898,285567987083913,1514796828,0,0,0,0,177282,2061243,0,3039003121,928151,0,1422,124375377,4668898203,1761619957177,0,80250077,12907400,140556614,2675277904,9428735655684,1071084131886,9532,138696,0,2824647,0,74704,4941255,0,0,16701,0,0,0,15431,1873856345,1095381306245,0,0,0,1034198452,0,0,66322,31206450328968,109438705,0,13518522,120662533,0,66382,1011,0,116285661,0,5068953,32270543,10382,0,0,1,700,41515228,53945,565467674,1004,9954674,20992924,0,0,0,520685631,0,40737130,0,0,255660,0,41208476,15903497635,4186753,183816,33285773,219555,15966,0,34859,25081328,337940952,4288874,184646574388392,0,2137,0,0,1934575740,0,0,0,72488,1549040164,0,142600,1205528927,428044,738841570,0,0,184418,461783394430473,107937,3226325,9548084,10076378,0,221145861,0,4905676,0,17546,20730681512366,351316,379,193708,0,44898,1692900732,0,0,57286994,9166462,251881,415448802
30883561,298113181,4236,3585,0,243413363764,48044,384334,129342162,9763033,699562964,149539103745688,1343951194,0,0,0,0,208955,1897501,0,0,780771,0,2016,98630751,0,2231786482009,0,92834387,14532839,142007624,0,6731254606132,857091273725,2967,302968,0,4117262,0,215836,4426503,0,0,22037,0,0,0,18996,2267195488,876221406571,0,0,0,975889021,0,0,71525,37232939091265,117838292,0,22637811,95736375,0,62468,57,0,104731555,0,4591898,22065577,0,0,0,10,892,43162446,7870,440236866,1044,12825752,0,0,0,0,377524432,0,52999716,0,0,256811,0,32379023,15211434883,2650628,187988,33202198,4432262,27833,0,0,35666173,338680306,4346702,108057870848776,0,0,0,0,2359479573,0,0,0,1320,1358096780,0,0,1111543207,1588324,699396117,0,0,294834,299686310811610,1469967,9525594,11798062,0,0,280154517,0,8313238,0,51452,6536342451369,417878,432,187587,0,68564,1618916795,0,0,40507662,13059353,348393,706529852
42300381,375348204,0,3797,0,492633310442,39370,137187,121782366,14837486,785715501,98456626983275,1482000367,0,0,0,0,0,2634496,0,0,2361019,0,3965,116978056,0,0,0,85859016,15509247,171318511,0,5236500733860,616567789894,5366,448450,0,15330004,0,4405957,3040182,0,0,16276,0,0,0,19707,2306616807,630147192538,0,0,0,892169567,0,0,117100,11485782257224,142607846,0,17651145,108953861,0,747877,109,0,93359873,0,3231923,26448253,0,0,0,4,1047,92584378,47483,425933250,651,16843658,0,0,0,0,338580909,0,116922330,0,0,2940786,0,23190983,2351920080,2970575,2918432,43781127,0,8700,0,0,36034205,413051026,32835838,185401121043736,0,0,0,0,2392076654,0,0,0,13994,1806930688,0,0,691158781,106545,785595418,0,0,365183,289461232069769,58034,7215757,8497897,0,0,317991846,0,6768961,0,14086,8196337310882,7276270,607,3448582,0,1795454,1240583804,0,0,32475126,13127171,1832649,632387019
30421263,276593821,0,3243,0,570367731208,49459,142582,126996857,7566329,874639635,64040435586516,1644163223,0,0,0,0,0,2856515,0,0,2427994,0,321291,134089185,0,0,0,70720745,14384306,168089898,0,2803023131252,419276575370,4045,3625547,0,13900404,0,104133,8126816,0,0,19858,0,0,0,21803,2544702473,428459120825,0,0,0,975651486,0,0,1807051,28655308364080,116097301,0,14670497,144913411,0,58112,833,0,84915623,0,7716735,19583289,0,0,0,5,1170,343179,1812978,376591184,688,13926463,0,0,0,0,450996004,0,66855492,0,0,8845600,0,29642453,0,3540181,399482,26877803,0,12400,0,0,30131350,466508891,91757650,127165381152184,0,0,0,0,2625306597,0,0,0,38,1900329862,0,0,783111544,540254,874537600,0,0,1506339,166146985542382,176709,3218345,9009533,0,0,307260413,0,11761410,0,14322,542737129455,18071,645,3750115,0,255705,1269587350,0,0,40199256,10894670,20593,503625514
23114020,283663475,0,3309,0,145566964005,49565,151747,125399189,7461471,675068932,31617654585011,1435805034,0,0,0,0,0,2031075,0,0,1587238,0,14040,183726947,0,0,0,82089458,14775123,171487002,0,2718652934700,303220684989,3157054,37406,0,1680131,0,462470,6331918,0,0,20866,0,0,0,19958,2399385559,309844926752,0,0,0,939939194,0,0,29464,29595846690786,134155953,0,16216405,148146262,0,2597057,819,0,81755164,0,8048830,20282440,0,0,0,174,1272,29521693,26038,379520209,620,19436442,0,0,0,0,565045908,0,89133536,0,0,0,0,21650656,0,6963862,9950309,26657124,0,28001,0,0,52620750,426336601,0,31313117867088,0,0,0,0,2512119098,0,0,0,75305,1363759964,0,0,732920462,497317,674998975,0,0,36169,139460695797487,177560,10734772,9238852,0,0,198899610,0,7532614,0,15593,2767922748476,1081588,85,297756577362,0,227351,1304370429,0,0,44652987,18260940,415705,537462273
