60587581,773900490,33,2366420,515969,18350887,7811213,545529,0,36528655,998780268,224,1993475593,223357,1272248,0,107,4009920,0,0,2527833,0,16242647,107163698,406076,1168446,0,24,61,144795585,12168,2193291425,974468331,158080,64989839,0,180596139,0,76087851,2890668,262867090,0,21891908,745,0,56892,813953796,974465956,0,0,1272270,627463787,0,0,18727773,259877153,161592618,0,95642020,119449591,262288,393742,177226,0,10348114,0,2795301,58468827,12,262288,0,0,526823,582021662,55256626,495,1033,38501450,2369,191,3,2157357606,0,218963268,0,424,55369802,344097,3044363,2189059,23520697,965077,6728,3,101825582,251730505,0,924718040,217,10,0,974470637,1206237037,0,0,46833,580417,1965345242,1094088,331,1622495630,22531735,998786216,0,0,17784635,647178127,23490768,277554277,37889798,593741,0,230350485,36229370,0,116282,73800769,73838014,225481,25723,1225422,18625008,1910299322,0,0,26122836,36977674,33532383,1261484463
54692454,765094148,16,2365130,318349,18590016,8011478,568590,0,36949110,1000223656,23,2194552683,178077,1094329,0,208,4259082,0,0,2793719,0,16439150,109261354,411497,1298626,0,2,4,161531626,12126,2192641827,989814519,75319,62666652,0,203051473,0,76676730,2883405,288828714,0,21843298,15,0,43375,914832057,989814367,0,0,958886,650020285,0,0,18908601,258534795,162599367,0,96579887,131961158,262144,374778,176369,0,5206411,0,3085177,63314590,4,262144,0,0,526448,572713750,55807634,99,1064,39042910,602,1,0,2195080020,0,195676204,0,17,50539903,298502,3078005,2224771,25744485,918271,8268,1,104039487,260967674,0,924397876,14,0,0,989814280,1317733010,0,0,36793,570825,1995395968,1031678,42,1607806995,15563870,1000225865,0,0,16211263,647032458,14748683,277360358,40741988,546350,0,243697320,36695706,0,118620,76658026,74190042,301853,9591,1057523,18680423,1920343378,0,0,28940489,37741037,32616861,1300488495
51107611,767376441,7,2364984,325405,18606892,7892982,571379,0,37057277,999685664,23,2193747168,231604,3896800,0,209,4312882,0,0,2838667,0,23281459,154638246,412745,1529736,0,2,4,161710774,12021,2191321968,989814812,17322,75290674,0,200584416,0,78860523,2575332,292116104,0,59189,83,0,44090,915893201,989814663,0,0,1234362,635212005,0,0,18745721,257288529,162886890,0,99257820,137144313,262144,376427,175385,0,5106968,0,3141342,63995097,4,262144,0,0,541390,570172453,57395332,246267199,1069,40062353,666934,5886212,0,2190522673,0,106171240,0,34,53425944,296619,6435097,2202372,25981389,923836,8059,1,104238313,252375221,0,924045162,29,0,0,989814493,1318969520,0,0,2730,1110,1995393609,1166904,63,1601357000,16442798,999692040,0,0,22657089,641172640,15961413,2963136,41183050,550098,0,245844968,36690874,0,119587,76600672,151728,297274,9310,3894101,21240,1929037281,0,0,27904682,37836901,38899218,1301641183
62405453,766815057,7,2435953,374885,18875562,7896336,597213,99002712,38359333,999761294,23,2194760378,219084,2268326,0,525,4225588,0,0,2494039,0,23218728,156828867,413282,1325447,0,44076630,15259651,161733103,12038,2192596149,990345147,17141,76174408,0,188969468,0,78199913,3350682,298576379,0,59109,771,0,30813,915969336,990345380,0,0,1090501,637399783,0,0,18965449,257220719,159360670,0,98486963,125551816,35,377040,174424,0,5134841,0,2747250,64069068,8,35,0,0,548256,586904785,57174906,253055072,1096,39418219,701392,1952754,0,1722149506,0,113261317,0,20,56127048,303369,5959702,2201113,25803183,979371,8471,1,105594993,250652288,0,919722036,14,0,0,990344821,1319035126,0,0,31797,857,1995393303,1111713,96,1599340340,16373672,999764027,0,0,22879194,641330045,15861076,2587523,41221064,549803,0,247491277,36666173,0,127904,77664844,138869,294660,9059,2236507,19234,1939610027,0,0,26447838,38427117,39333488,1300139982
60966227,523108089,13,2415905,316625,19361307,7913612,545430,99419172,37842010,999395133,231972938,2191636772,53224,1131086,0,231,4440127,0,0,2614651,0,23594563,160411237,302937,1575655,0,44261883,15322851,165376442,115481,2193896144,989262690,33414,71597589,0,160450052,0,77402061,2957658,59814255,2,58994,31,0,53154,936460178,989262908,0,0,1220379,985452874,0,0,17814610,340902341,165021799,0,107254648,125422569,0,715107,190621,0,5524489,0,2866961,41048580,4,0,0,0,547557,577992287,56975793,252292437,1106,20134333,509776,0,663680,1719645914,0,116359287,0,18,58331253,339105,6099133,2199755,124428168,6253,8445,2,105969316,248948553,0,1441567898,14,0,0,989262071,1342858278,0,0,44655,806,1995312444,1272402,6953,1582979059,16298044,999403707,0,0,21492467,971997629,15850071,2571123,26810275,1370470,0,254375660,37583798,0,119907,75862951,169397,272272,8567,1086429,25963,1936739063,0,0,26864264,38646113,36927493,1299879432
45848310,16832510,12,2410345,392105,17004711,7848106,550543,0,37929894,1000145817,98762434,2194051123,75619,1125806,0,210,4394814,0,0,2586938,0,23565548,161541790,5943,4106816,0,2,4,169608725,368686,2188413368,989593075,17324,112693,0,11593937,0,75617826,2772987,137516933,0,58877,600,0,39707,960305640,989592986,0,0,1251379,1712580646,0,0,29784,802555360,171508099,0,114577428,124964245,0,716317,154307,0,5734733,0,2833372,92987,4,0,0,0,544787,2831935,54087438,84033810,1042,20190369,613,1,282558,2194652926,0,118012049,0,7,127039739,291096,3937435,2174081,124648233,5779,8253,1,95419267,250010084,6691317,4322214710,14,0,0,989592730,1370529468,0,0,44463,822,1995270222,2137845,140,405061769,9460705,1000146562,0,0,408714,1724433778,8705788,2560178,1097029,1387478,0,248382832,38235546,0,120692,67568080,140798,257526,2102,1081341,19785,1935031692,0,0,26652756,34861840,61435,1171556074
52521612,25651482,9,2429761,385774,72932,8750580,714398,1,38273812,997130276,23,2194879610,219719,1148815,0,211,4064760,0,0,3260120,0,23359637,161792001,5957,4104323,0,2,4,885015495,369153,2194835454,989479401,32345,108494,0,13431740,0,57241428,3139175,287175351,0,58920,751,0,94609,4263842133,989479315,0,0,1101362,1710961003,0,0,34918,804767352,317469730,0,84362724,183414231,962,717059,496,0,5725550,0,3606587,109128,4,963,0,0,450193,2712636,36156966,23,1067,17720703,642,0,0,2192535471,0,120830563,0,9,128653571,15467,2922245,2150181,124773477,5907,8979,1,258255,388337691,76155615,4331127296,14,0,0,989479123,4487856081,0,0,43573,624,1995369590,4079076,193,406401696,468828,997131676,0,0,411831,1726654835,333673,2586234,1181359,1391408,0,278715454,33729899,0,142998,5261005,16137763,2154,4413,1105238,4062507,1936354377,0,0,26903874,58465,64176,4174073
45665612,23066978,17,2430987,399028,46747,8778377,1102865,29200114,40309915,1000141322,22,2194739419,209631,3574525,0,215,21988,0,0,5477144,0,23206945,161421044,5983,4072516,0,2,4,897050135,367683,2192813636,989669991,14600,109769,0,14854175,0,4192560,5908082,287122209,1,58911,573,0,399628,4310379027,989669962,0,0,1175943,1714585688,0,0,35261,805023731,901495480,0,24517213,421014305,275290,715276,165390,0,5736916,0,6187902,64828,4,275291,0,0,2218,2722400,359324,29,1088,169551,728,5331474,0,2195018782,0,117348028,0,28,130541834,14645,2573524,2154940,124472553,5660,6009,1,33170605,802801073,77389018,4322595405,16,0,0,989669884,4528494226,0,0,6554,829,1995364910,4100299,285,402046994,470859,1000142636,0,0,411821,1719778920,335973,2562316,1096566,1392976,0,243414309,96243,0,199569,5203135,82405775,96372,2888,3567997,20746248,1932272805,0,0,27194729,12128075,65064,4244881
53152206,21610522,19,2448688,346893,44171,8769002,1103202,104129318,40332532,999692850,22,2194387949,176049,4141460,0,243,11932,0,0,5350557,0,23298372,161620724,5940,4056996,0,13000053,4500523,896348359,367837,2194824132,989364596,19786,108421,0,86633462,0,4205332,6029044,286822192,0,58966,22,0,410706,4307028927,989364461,0,0,1159239,1712935353,0,0,35303,804900778,900695939,0,24615986,421156738,267439,715125,176863,0,5733417,0,6061412,51216,4,267438,0,0,2228,417454629,360247,30,1078,180008,271838,6715531,0,2054175300,0,119232650,0,17,130161753,14000,2568424,2155083,124347250,6087,2,2,106851794,802782313,77463842,4323602087,64,0,0,989364105,4525030793,0,0,3099,834,1995401284,4080628,240,402099960,467223,999697859,0,0,410148,1720547524,333078,2513482,1087656,1389072,0,273823599,92773,0,200414,5189564,82245495,355050,7611,4138362,20702941,1838804070,0,0,45315218,39007405,62985,4405082
49392717,125183756,30,1985942,338929,46646,8883050,762777,104150698,23266366,999720314,170781353,2191851350,95235,4146295,0,365,24791,0,0,5405990,0,21744521,124432072,6626,4076462,0,46358940,16050055,898571595,367048,2193863562,989742596,65337,105211,0,164109506,0,4223217,6082890,136531286,2,7725120,160,0,427436,4317682562,989741975,0,0,1804050,1710482767,0,0,30315,803503434,899454137,0,10490644,420935167,257579,717251,178867,0,5714726,0,6116861,9463897,16,257579,0,0,2231,610397377,370359,235801860,1033,239589,702442,6658350,488615,1699583569,0,114535935,0,7,128613083,14756,5586775,2400326,124595868,7430,3,1,107495797,802706496,25380758,4313354153,0,0,0,989744163,4536156152,0,0,1708,344221,1994137148,4099365,240,402540867,470679,999721395,0,0,408705,1717973244,341368,151903842,7012151,1392987,0,282038207,72204,0,127537,5208338,82128020,330213,9606,4144589,20681491,1382192046,0,0,137413050,39263630,61639,975609311
