141,2193497988,804464994,104116,4436137669,7426,
0,2194889088,808065152,94816,4417805439,2146,
0,2193791306,804442790,99366,4436646192,2592,
0,2194716143,807684085,94973,4433215043,2344,
0,2193796534,806447557,99048,4422925509,2658,
0,2194638916,808596399,94906,4440013519,2392,
0,2193813230,806246661,99733,4433807290,2633,
0,2194718310,806123395,94855,4428287108,2541,
0,2193976926,803491718,100076,4421647375,4296,
0,2194825659,805523248,94800,4437352906,3939,
0,2193908764,807812823,99461,4443247562,3733,
0,2194968276,806286053,94844,4439512320,3964,
0,2193848757,805447655,97679,4434780253,3972,
0,2194703638,804577344,85585,4433305058,2689,
0,2193779840,804544158,89251,4428491168,2938,
0,2194735707,806870515,85703,4437597508,2741,
0,2193768262,804867969,89794,4438713092,2828,
0,2194658255,804780521,85125,4423252327,2717,
0,2193964621,805654054,89203,4440527239,2714,
0,2194052396,810930217,88002,4440372579,2564,
0,2193906196,807637596,89701,4443380555,2569,
0,2194811465,809433991,85163,4446165767,2876,
0,2193950049,807025692,89997,4441132491,3074,
0,2194731686,805635867,84842,4433966250,2686,
0,2193910583,803993507,89203,4442927398,2466,
0,2194787403,804014369,84906,4442634968,2203,
0,2193930347,804393613,89253,4435047733,2850,
0,2194721286,804557420,85694,4433105994,2352,
0,2193961942,804942075,90021,4443498663,2734,
0,2194820928,811297961,85739,4443393682,2131,
0,2193915920,806774328,90027,4441927602,2504,
0,2194892112,805090030,84782,4431076468,2387,
0,2193912849,803174966,89908,4424990626,2852,
0,2194687027,805377285,86566,4429279623,2624,
0,2193763396,805130312,90312,4433887062,2897,
0,2194683390,805942552,85984,4443493091,2709,
0,2193793386,804388701,90895,4442642924,2902,
0,2194731748,804833642,85674,4439971670,2608,
0,2193961702,804798671,90488,4439976866,2724,
0,2194837766,810353754,85720,4436283284,2212,
0,2193802942,808234317,89808,4438004156,3072,
0,2194571407,805471780,87342,4438235900,2682,
0,2193886673,804892666,89922,4435002299,2918,
0,2194683602,804913236,84930,4437626845,2632,
0,2193771253,807169554,89498,4441486481,2793,
0,2194723607,805969499,84818,4435022525,2740,
0,2193790308,804554412,89156,4439721167,2851,
0,2194733262,806137745,84706,4439393317,2729,
0,2193974288,803568098,89904,4440100061,2748,
0,2194885180,804849766,84810,4439208953,2150,
0,2193916442,804928857,89597,4440455667,2480,
0,2194840747,806367868,84772,4444701073,2765,
0,2193766721,804731867,89692,4431548876,2714,
0,2194102573,808787191,85533,4435465911,2736,
0,2193780968,807536702,90154,4436425451,3109,
0,2194732744,805472242,84657,4439728414,2663,
0,2193785106,806129616,89954,4429179031,2877,
0,2194732012,810008591,85776,4432488211,2738,
0,2193819140,804642967,90698,4443283625,3447,
5,1121350628,410992310,44956,2232147929,2890,
