313520,2194354142,271537413,2750353,1114207260,24348947,
314637,2194786528,273058523,2898772,1117419279,24587852,
314978,2194714254,273008026,2660607,1118338445,24527302,
314614,2194614581,272085097,2521112,1117431973,24610569,
315231,2194750661,269651660,2695002,1120783020,24647726,
285316,2194725872,272072904,2586623,1281379605,24592675,
315899,2194724797,271858089,2627381,1120764009,24589736,
315510,2194736264,277936300,2447259,1119868011,23923501,
315543,2194699695,308277699,2538819,1119927194,22177566,
305001,2194696039,270898429,2633562,1090942353,23980626,
276521,2194699529,272653498,2735271,1012323878,24266335,
276187,2194814640,272028304,2811699,1011062902,24254591,
269319,2194721570,272622491,2687744,1063332932,24233869,
262144,2194721826,272086210,2579448,1113046544,24282852,
273110,2194719387,271172061,2655614,1036913264,24295107,
275745,2194718324,272935685,2699309,1009719992,24267252,
276694,2194719201,311804126,2464568,1012275799,22153614,
276288,2194740593,272825390,2724307,1011260762,23648725,
277195,2194701590,269900148,2764808,1013686308,24306400,
277022,2194700981,270826200,2743967,1013288605,24273722,
277490,2194700957,272019086,2693308,1014522095,24271685,
276744,2194787601,273733123,2588054,1012521305,24243407,
277689,2194717226,271571268,2708132,1015059775,24288554,
276529,2194716858,272451668,2809151,1011947096,24362804,
276896,2194691654,293113245,2563567,1012870047,23084347,
276252,2194717835,290994708,2615897,1011190813,22769562,
277121,2194717305,272732495,2695763,1013501700,24289984,
277346,2194716476,269086292,2969597,1014191359,24359418,
277834,2194724606,270685450,2745010,1015464827,24277485,
277013,2194698095,270117633,2698722,1013285389,24303703,
278641,2194694753,271065689,2718569,1017716398,24246804,
275126,2194694120,271488847,2661405,1029596937,24288678,
262145,2194769309,278469181,2652085,1131862145,23945688,
270079,2194713957,311469302,2475578,1059564670,22137818,
278039,2194713009,270382225,2739744,1015907373,24030116,
277367,2194714158,270817790,2654876,1014199370,24296637,
277931,2194714006,271826589,2698410,1015692256,24309971,
276531,2194728706,267885277,2858525,1011951048,24640082,
278033,2194665482,270337965,2635807,1015985595,24639878,
277890,2194700050,273481234,2521577,1015671799,24598940,
278702,2194701581,273312786,2584909,1017854864,24630049,
278213,2194701889,301780101,2520768,1016559523,23079093,
278490,2194811441,281599481,2550638,1017256532,23969572,
277602,2194715859,271654779,2592385,1014854223,24612292,
276340,2194716064,272454893,2595195,1011222463,24697442,
278157,2194718563,269127699,2675086,1016343882,24739198,
278685,2194719488,267450540,2694398,1017788174,24813022,
277916,2194718943,269813289,2730915,1015745184,24794418,
278051,2194730617,268781551,2692626,1016048168,24806151,
278020,2194672444,271523181,2632044,1016023767,24716694,
264690,2194699128,308462483,2460196,1094313934,22651304,
264658,2194700917,267713688,2599352,1110522426,24736172,
277801,2194697470,268718258,2578385,1015066226,24806771,
277086,2194814943,272858735,2546171,1013299494,24667592,
277933,2194719295,268861447,2846295,1015570259,24807102,
276575,2194713506,270825882,2549418,1011928225,24714323,
278067,2194718691,271059796,2563511,1015967105,24684731,
276619,2194719808,271585709,2543654,1012056506,24727247,
276634,2194719051,296497053,2396427,1012028859,23435620,
153927,2058088687,281797843,2239897,673043726,21866973,
