4.1993e+07,9.2944e+08,5,2.458e+06,3.7062e+05,2.338e+07,7.3354e+06,1.4419e+06,0,4.004e+07,6.2284e+08,189,1.4314e+09,1.0797e+05,9.5022e+05,0,36,4.9409e+06,0,0,1.4197e+06,0,1.5688e+07,8.893e+07,3.6674e+05,7.1008e+05,0,20,44,1.3762e+08,8765,1.2005e+09,6.257e+08,76937,7.4063e+07,0,6.5768e+07,0,7.0967e+07,1.8698e+06,1.7315e+08,1,2.1851e+07,285,0,35761,7.8916e+08,6.257e+08,0,0,1.0616e+06,6.0487e+08,0,0,1.8081e+07,1.1633e+08,8.0703e+07,0,1.1116e+08,5.0719e+07,2.6227e+05,3.2097e+05,1.0466e+05,0,4.8839e+06,0,1.5057e+06,8.686e+07,4,2.6227e+05,0,0,3.09e+05,4.1475e+08,5.3732e+07,366,647,4.3509e+07,43,39,3,1.9631e+09,0,2.1645e+08,0,274,3.9338e+07,5.7264e+05,3.3636e+06,2.0729e+06,1.4847e+07,9.5719e+05,3.1256e+05,6,7.4905e+07,2.0543e+08,0,3.9789e+08,177,10,0,0,1.172e+09,0,0,40206,3.4494e+05,1.4312e+09,8.3661e+05,44,1.0686e+09,1.3717e+07,6.2285e+08,0,0,2.1824e+07,4.1583e+08,1.4474e+07,1.4521e+08,5.1517e+07,4.391e+05,0,2.2891e+08,5.1511e+07,0,3.1881e+05,2.0502e+08,5.6012e+07,1.199e+05,1168,9.1007e+05,1.4068e+07,1.5214e+09,0,0,1.592e+07,3.376e+07,3.8219e+07,9.5111e+08,1
4.2504e+07,1.1496e+09,7,2.5017e+06,2.7473e+05,2.2475e+07,5.738e+06,1.3267e+06,0,4.2577e+07,6.3289e+08,0,1.455e+09,1.1377e+05,8.2864e+05,0,0,4.9559e+06,0,0,1.8387e+06,0,1.6249e+07,9.5974e+07,3.299e+05,8.5064e+05,0,0,0,1.711e+08,8969,1.6783e+09,6.2985e+08,88189,5.3114e+07,0,1.1646e+08,0,7.4009e+07,1.7755e+06,2.1815e+08,7,2.2569e+07,41,0,36320,9.7828e+08,6.2986e+08,0,0,7.6803e+05,5.9974e+08,0,0,2.1597e+07,2.062e+08,1.1256e+08,0,1.2063e+08,8.974e+07,2.8695e+05,2.6645e+05,1.1639e+05,0,4.7686e+06,0,2.0742e+06,9.6877e+07,0,2.8695e+05,0,0,3.5162e+05,4.2792e+08,5.5999e+07,0,573,4.3748e+07,30,6,0,2.1947e+09,0,2.3457e+08,0,31,3.3957e+07,5.6615e+05,2.0998e+06,1.5822e+06,1.9258e+07,6.5017e+05,3.087e+05,2,1.0551e+08,2.789e+08,0,7.3733e+08,27,0,0,0,1.4004e+09,0,0,36970,3.3472e+05,1.6423e+09,4.0991e+05,3,8.8811e+08,7.6209e+06,6.329e+08,0,0,7.9491e+06,4.7719e+08,7.7445e+06,1.3942e+08,6.1607e+07,3.5882e+05,0,2.374e+08,5.1374e+07,0,2.7835e+05,2.0016e+08,4.9035e+07,1.2173e+05,3833,7.9171e+05,1.2318e+07,1.499e+09,0,0,2.2057e+07,4.687e+07,2.7433e+07,8.2544e+08,1
5.0011e+07,1.1218e+09,13,2.5046e+06,3.4861e+05,2.2168e+07,6.1389e+06,1.0684e+06,0,3.5524e+07,6.9409e+08,0,1.6585e+09,1.1808e+05,6.5155e+05,0,0,4.696e+06,0,0,1.7823e+06,0,1.638e+07,9.3998e+07,3.4369e+05,7.9833e+05,0,0,0,1.6043e+08,9098,1.6452e+09,5.7902e+08,61409,5.0976e+07,0,1.2323e+08,0,7.7181e+07,1.9701e+06,1.9993e+08,3,2.2794e+07,36,0,36237,9.187e+08,5.7902e+08,0,0,7.5238e+05,4.2136e+08,0,0,2.1887e+07,2.0198e+08,1.2088e+08,0,1.2413e+08,7.821e+07,3.0775e+05,2.5924e+05,1.1154e+05,0,3.4579e+06,0,1.9449e+06,9.6916e+07,0,3.0775e+05,0,0,3.9262e+05,3.6966e+08,5.8909e+07,0,815,4.5157e+07,218,11,0,2.1946e+09,0,2.3228e+08,0,27,4.5379e+07,6.2021e+05,2.0955e+06,1.6829e+06,1.89e+07,6.4954e+05,2.6774e+05,3,1.1121e+08,2.5224e+08,0,7.2925e+08,21,0,0,0,1.3412e+09,0,0,34021,3.7339e+05,1.3669e+09,46523,70,1.2952e+09,2.4129e+05,6.941e+08,0,0,6.5714e+06,4.8456e+08,11858,1.8478e+08,5.9084e+07,3.5202e+05,0,2.3703e+08,5.3545e+07,0,2.2439e+05,1.9446e+08,5.9477e+07,1.2364e+05,1463,6.1757e+05,1.4936e+07,1.5725e+09,0,0,2.2431e+07,4.9433e+07,2.6352e+07,8.8291e+08,1
5.4227e+07,1.1455e+09,9,2.5065e+06,2.935e+05,1.9994e+07,5.88e+06,1.1653e+06,0,4.1901e+07,6.5036e+08,0,1.4339e+09,1.1651e+05,7.3369e+05,0,0,4.3683e+06,0,0,2.2278e+06,0,1.7438e+07,1.0917e+08,3.4618e+05,8.3718e+05,0,0,0,1.5989e+08,9194,1.4208e+09,6.4639e+08,74222,2.2955e+07,0,8.8297e+07,0,6.8722e+07,1.9884e+06,2.1124e+08,4,2.0173e+07,25,0,36234,9.156e+08,6.4639e+08,0,0,8.0848e+05,9.7074e+08,0,0,1.0346e+07,1.4069e+08,8.5335e+07,0,1.126e+08,9.8659e+07,3.0266e+05,2.5909e+05,1.0959e+05,0,4.5076e+06,0,2.4433e+06,9.5613e+07,0,3.0266e+05,0,1,4.8917e+05,4.6315e+08,5.2455e+07,0,680,4.4266e+07,18,5,0,2.1947e+09,0,2.1853e+08,0,0,4.1226e+07,5.0956e+05,2.1246e+06,1.6063e+06,1.89e+07,6.7296e+05,2.422e+05,3,1.1249e+08,2.7429e+08,0,4.7629e+08,19,0,0,0,1.3363e+09,0,0,34852,3.6003e+05,1.6358e+09,48985,5,1.1332e+09,2.445e+05,6.5037e+08,0,0,2.7116e+06,4.8757e+08,13986,1.6048e+08,6.0687e+07,3.495e+05,0,2.3579e+08,5.1629e+07,0,2.2921e+05,2.3958e+08,5.0143e+07,1.2163e+05,1962,6.9887e+05,1.2596e+07,1.6258e+09,0,0,2.2853e+07,5.0123e+07,1.2008e+07,8.4506e+08,0
4.4582e+07,6.9262e+08,11,2.4986e+06,2.4491e+05,8.682e+06,5.8323e+06,1.1003e+06,0,4.0794e+07,7.2552e+08,0,1.6725e+09,97078,6.6281e+05,0,0,3.522e+06,0,0,2.1353e+06,0,2.5048e+07,1.7138e+08,3.9773e+05,9.2346e+05,0,0,0,1.5984e+08,9177,1.6358e+09,6.5998e+08,86269,17067,0,1.0459e+08,0,75726,2.0377e+06,1.5e+08,2,58233,34,0,36260,9.1536e+08,6.5998e+08,0,0,6.902e+05,1.5957e+09,0,0,8218,2.0168e+08,1.2676e+08,0,2.5431e+07,1.0771e+08,1.8748e+05,2.6015e+05,77665,0,6.5956e+06,0,2.3867e+06,4.7474e+07,0,1.8748e+05,0,10,4.6132e+05,4.6631e+08,8276,0,769,4.4004e+07,36,6,0,2.1947e+09,0,1.1847e+08,0,32,4.1727e+07,2.5338e+05,1.995e+06,1.6019e+06,1.2071e+07,6.3925e+05,97435,22,4.3971e+07,8.1057e+08,0,7.3089e+08,35,0,0,0,1.3358e+09,0,0,31415,3.0597e+05,1.6106e+09,49813,3,1.2127e+09,2.4384e+05,7.2552e+08,0,0,4.0263e+05,4.6711e+08,14576,1.4671e+08,2.8952e+07,3.5193e+05,0,1.3892e+08,5.2689e+07,0,2.1629e+05,1.8019e+08,5.8663e+07,59287,1518,6.3144e+05,1.4735e+07,1.2529e+09,0,0,2.1066e+07,1.9658e+07,8519,8.3512e+08,0
3.8302e+07,5.1783e+08,9,2.5084e+06,2.6382e+05,8.3831e+06,5.9916e+06,1.1544e+06,0,4.0529e+07,7.4651e+08,0,1.7166e+09,1.2512e+05,6.7752e+05,0,0,2.171e+06,0,0,2.3031e+06,0,2.4975e+07,1.694e+08,3.9468e+05,8.5461e+05,0,0,0,3.8172e+08,9168,1.5911e+09,8.0675e+08,77622,16054,0,8.3729e+07,0,72621,2.1328e+06,1.9323e+08,0,58092,29,0,36292,1.9375e+09,8.0675e+08,0,0,8.1218e+05,7.2592e+08,0,0,7797,1.9747e+08,1.2944e+08,0,2.5045e+07,1.0904e+08,1.7827e+05,3.8781e+05,1.0199e+05,0,5.1748e+06,0,2.5725e+06,2.8817e+07,0,1.7827e+05,0,8,4.6835e+05,1.0648e+08,7787,0,652,4.5041e+07,2.1428e+05,40,0,2.1947e+09,0,1.1388e+08,0,24,3.659e+07,2.3697e+05,1.8798e+06,1.6939e+06,6.2865e+07,1.9574e+05,86346,33,3.2967e+07,8.1124e+08,0,7.1335e+08,28,0,0,0,2.3035e+09,0,0,29348,4.0979e+05,1.4786e+09,60599,11,1.0156e+09,3.5183e+05,7.4651e+08,0,0,4.0116e+05,4.9004e+08,54678,1.4033e+08,1.7697e+07,2.7659e+05,0,1.8108e+08,5.2651e+07,0,2.4225e+05,1.7562e+08,1.4288e+07,1.1753e+05,934,6.482e+05,3.582e+06,1.2484e+09,0,0,1.3607e+07,1.5274e+07,8049,7.6444e+08,0
4.1165e+07,4.8449e+08,3,2.5076e+06,2.5338e+05,1.0393e+07,5.8656e+06,2.0792e+05,0,1.1345e+07,7.6321e+08,0,2.1286e+09,1.2988e+05,44803,0,0,2.4455e+06,0,0,1.8072e+06,0,1.9609e+07,9.1674e+07,62117,9.1287e+05,0,0,0,9.3871e+08,2.2022e+05,1.6746e+09,7.5326e+08,55572,15925,0,6.9309e+07,0,72673,2.1488e+06,1.9692e+08,1,1.937e+07,36,0,1.6419e+05,4.4713e+09,7.5326e+08,0,0,7.4465e+05,6.6178e+08,0,0,7703,2.0393e+08,1.3146e+08,0,2.4665e+07,1.008e+08,49606,5.3979e+05,74758,0,5.2519e+06,0,2.0587e+06,2.8795e+07,0,49606,0,12,4.1912e+05,3.9636e+05,7957,7.0222e+07,807,3.762e+07,7.703e+05,31,0,2.1947e+09,0,1.8576e+08,0,0,5.152e+07,2.9756e+05,2.7389e+06,1.5177e+06,9.2048e+07,989,1.9214e+05,23,3.2512e+07,8.116e+08,3.2791e+07,7.3749e+08,565,0,0,0,4.6915e+09,0,0,6256,3.8682e+05,1.4861e+09,9.0893e+05,15,9.3452e+08,1.4446e+07,7.6322e+08,0,0,4.0113e+05,1.1386e+09,1.4721e+07,1.8829e+08,1.6737e+07,2.7878e+05,0,1.7386e+08,3.8383e+07,0,25306,2.0983e+08,27562,95396,189,38555,7517,8.913e+08,0,0,6.6349e+07,1.512e+07,8014,2.3539e+08,0
4.6369e+06,4.7083e+08,0,1.4379e+06,3.0214e+05,1.5052e+07,6.064e+06,1.2763e+05,2.9128e+07,1.0525e+07,5.7964e+08,0,2.1946e+09,83367,49344,0,229,4.7161e+06,0,0,2.7793e+06,0,1.6351e+07,9.3908e+07,4488,7.1618e+05,0,1.2768e+07,4.09e+06,9.3769e+08,3.0375e+05,1.231e+09,6.9225e+08,31151,16061,0,5.6339e+07,0,2.0381e+07,1.7885e+06,1.552e+08,2,2.2732e+07,25,0,4.1583e+05,4.4664e+09,6.9226e+08,0,0,7.9058e+05,5.8462e+08,0,0,7804,1.2138e+08,7.6443e+07,0,5.1528e+07,2.2483e+08,1.1152e+05,5.646e+05,82339,0,4.7137e+06,0,3.2567e+06,2.9523e+07,4,1.1152e+05,0,11,2.7053e+05,2.3769e+05,1.5524e+07,1.7415e+08,819,2.3954e+07,7.7046e+05,30,0,2.0664e+09,0,2.2524e+08,0,27,4.7695e+07,4.3261e+05,3.3632e+06,1.4911e+06,9.6278e+07,7231,2.5821e+05,27,3.2372e+07,6.6174e+08,5.1047e+07,4.1097e+08,605,0,0,0,4.6864e+09,0,0,4464,1.1263e+05,1.4458e+09,1.1443e+06,22,3.43e+08,2.3281e+07,5.7964e+08,0,0,4.0136e+05,1.355e+09,2.363e+07,5.7758e+07,1.6019e+07,2.8975e+05,0,1.9192e+08,1.3341e+07,0,13728,2.094e+08,1.6338e+07,1.0264e+05,194,44883,4.111e+06,9.5291e+08,0,0,1.0069e+08,1.5004e+07,8076,7.3546e+08,0
3.4499e+06,4.9907e+08,0,9023,9.1145e+05,2.8319e+07,6.7092e+06,1.2851e+05,1.1232e+08,1.0842e+07,7.522e+08,1.3253e+08,2.1947e+09,46876,47351,0,72,4.4167e+06,0,0,3.6196e+06,0,1.6358e+07,9.4918e+07,7765,1.6871e+05,0,4.9234e+07,1.5771e+07,5.5529e+08,2.9317e+05,1.5197e+09,7.3631e+08,1388,15973,0,3.469e+07,0,7.7485e+07,3.4514e+06,8.6629e+07,0,2.2736e+07,88,0,3.5712e+05,2.7055e+09,7.3632e+08,0,0,3.1804e+05,3.4328e+08,0,0,7786,4.9184e+08,5.9338e+08,0,1.2433e+08,3.6635e+08,2.2538e+05,6.416e+05,74670,0,2.4731e+06,0,4.2682e+06,2.9873e+07,8,2.2538e+05,0,10,1243,5.1069e+05,5.8847e+07,1.8152e+08,761,2.1251e+07,7.7005e+05,57,1.9576e+05,1.6992e+09,0,2.1293e+08,0,3,4.5401e+07,6.7402e+05,3.5444e+06,1.8019e+06,1.095e+08,51573,2.8716e+05,15,3.2361e+07,2.5767e+08,1.3369e+07,2.5675e+09,327,0,0,0,3.0213e+09,0,0,6010,7021,1.3603e+09,1.1685e+06,31,3.1913e+08,2.3301e+07,7.522e+08,0,0,4.013e+05,1.3119e+09,2.3644e+07,3.4984e+06,1.7481e+07,3.2709e+05,0,1.3141e+08,1.1394e+07,0,13152,2.4783e+08,8.7094e+07,51656,144,41342,2.1856e+07,1.1839e+09,0,0,1.2509e+08,1.5126e+07,8032,9.47e+08,0
3.5123e+07,5.0163e+08,3,9006,1.1588e+06,3.0106e+07,6.805e+06,1.0974e+06,1.1241e+08,4.0599e+07,6.8306e+08,5.0249e+07,2.1946e+09,32148,43409,0,109,4.1793e+06,0,0,3.623e+06,0,1.6216e+07,1.0086e+08,3667,50094,0,4.9274e+07,1.5783e+07,1.5984e+08,3.0552e+05,1.4175e+09,7.5619e+08,81462,16317,0,7.6623e+07,0,7.7539e+07,3.4952e+06,9.3506e+07,0,2.2533e+07,0,0,3.9288e+05,9.1535e+08,7.562e+08,0,0,59886,9.3726e+08,0,0,7906,5.1654e+08,6.4247e+08,0,1.2442e+08,3.6728e+08,2.0091e+05,2.878e+05,4894,0,4.3851e+06,0,4.2731e+06,3.0579e+07,12,2.0091e+05,0,14,1346,3.9397e+08,5.8964e+07,5.8093e+07,556,2.3061e+07,7.7044e+05,41,74224,1.7003e+09,0,2.3752e+08,0,0,3.4328e+07,7.6483e+05,2.3263e+06,1.8888e+06,3.3415e+07,2.9137e+05,61465,22,2.807e+07,2.554e+08,2.3029e+07,2.8271e+09,439,0,0,0,1.3358e+09,0,0,6322,4.4716e+05,1.518e+09,1.1651e+06,2,7.3359e+08,2.332e+07,6.8305e+08,0,0,4.014e+05,1.3618e+09,2.3663e+07,2.1886e+08,1.7214e+07,2.461e+05,0,2.4024e+08,1.2741e+07,0,2.2531e+05,2.7637e+08,8.6918e+07,56290,3002,37089,2.1814e+07,1.0332e+09,0,0,6.4065e+07,1.3044e+07,8175,1.1451e+09,0
