9347435,142679744,3,10227,868969,1686647,5108090,16321,85738868,2809996,711566473,220584334,1361784739,0,64096,0,72,596342,0,0,2915076,0,16251476,162261670,4807,50413,0,48840496,12039020,489442467,1271415335,934763979,629,35557,0,30726380,0,107372,3704991,5,66885,787,0,418955,2330521278,934758195,0,0,1217305581,61213,0,10000,470151704,0,3274732,266934141,142,472128,1186,4747400,0,0,3080592,5591253,8,140,0,5,1606,1489581,23988,202721231,987,4598235,437431,61,376787,1299654683,5764,120858595,0,43,41971709,53889,4328622,1253023,111219027,2489,2416,23,5627162,508722510,73111353,2575273487,171,10,0,0,2445599909,0,0,2039,1034,1771613640,46141,96,279741209,210175,0,0,286720,1331583633,12247,1170088,3794205,813398,0,281947756,2437408,0,3644,48826,21555688,925,438,69982,978836185,14600,0,0,102722392,2047866,18878,1630057
13393164,207957869,0,8082,936833,1690401,7344681,18512,73303216,3309586,624957458,258730506,1711660066,0,90901,0,142,911030,0,0,3324409,0,17697887,173145197,5978,50644,0,43720612,10292887,572599193,1620112513,986210767,14,27520,0,19731852,0,113608,3645336,5,61698,630,0,417736,2726466435,986207392,0,0,1129061297,54104,0,7281,597325699,0,4803136,307533860,0,543635,1001,4896462,0,0,3408265,5045548,16,0,0,14,1418,1299654,14408,173474538,1001,4401331,518766,1,380242,1111077166,6382,124865491,0,4,45017131,55398,4517847,1806021,130434190,1196,3128,31,6179418,765206929,79583857,3276278041,25,0,0,0,2860866230,0,0,29,336,1984435072,37857,77,303940172,203509,0,0,262076,1742237299,8600,876411,5380993,769570,0,285799238,2891520,0,2848,313512,21739458,1070,71,65474,954622499,16465,0,0,99497342,2254376,11295,2135563
19902311,208794296,0,8117,742061,1709100,6426970,28612,73123294,3758249,673153325,258735527,1688923342,0,92595,0,0,952295,0,0,2837483,0,21636043,181799023,5998,51870,0,43979861,10282467,847462418,1664851273,988095266,37,32896,0,35215213,0,113641,3597366,4,58059,639,0,416587,4035366541,988093024,0,0,1130486333,56516,0,8080,616369955,0,3869175,263727686,0,466371,1003,4282993,0,0,5107467,4896100,0,0,0,10,1222,1321806,13733,173128526,1001,4412162,531852,1,380829,1108136115,17216,135822050,0,5,56703841,50105,3767895,1580040,130432855,1079,2914,22,9777891,806830260,77202047,3381598447,25,0,0,0,4235165106,0,0,17,452,1991385779,51553,82,373392948,290138,0,0,263913,1758825570,10049,875270,5513128,825332,0,285619253,3340119,0,2042,206710,20210840,1054,60,65877,1070449956,13209,0,0,111897135,3555956,13089,1868153
38847249,211990458,0,9035,761764,2211191,5701011,24689,71861428,3764833,627877922,259737248,1755846395,0,95455,0,0,975706,0,0,3048189,0,24552863,181754242,6002,55091,0,49125830,10184332,721964020,1608042239,988077300,1741,43946,0,26272268,0,117218,3988629,10,58059,700,0,418186,3437661366,988075093,0,0,1487103605,53206,0,9358,594963630,0,4163573,271999819,0,480890,1001,4567331,0,0,4213944,5416909,0,0,0,10,1266,1545558,13642,171303796,1070,4605243,537579,1,380625,1090874113,6140,136560771,0,13,69059515,62722,3704889,1401529,130937339,904,4065,28,9840450,806793355,77229217,3262853639,25,0,0,0,3606855215,0,0,4,489,1995113793,64590,74,426955279,308611,0,0,346844,1765596587,11492,879317,5573333,771282,0,287046537,3345658,0,2572,233759,24696073,1037,138,65796,1387626079,12209,0,0,144541634,3539264,16894,1683557
8384240,192361448,0,9179,986286,2654532,5868206,26204,69274233,2872054,618533246,259684386,1628444509,0,104674,0,0,898225,0,0,2598349,0,18384453,181773494,6011,63649,0,49098553,9811105,778344568,1620470232,987985500,22,27754,0,40671532,0,131240,3728325,9,58058,830,0,417455,3706145386,987983507,0,0,1149792448,48597,0,8194,598378367,0,3523451,224081225,0,396357,1031,4759808,0,0,4579135,4324870,0,0,0,7,1042,1309257,15368,164231299,1001,3789934,601807,5,383014,1050410722,38132,136861294,0,3,48604341,77902,4006086,1442896,130914047,1100,4928,31,10050491,803244769,77232676,3279531386,25,0,0,0,3888732435,0,0,147,338,1995086755,64363,88,318124075,373699,0,0,268290,1760563363,13316,880552,5176087,796416,0,287913692,2452105,0,2415,213891,31927971,1041,96,65937,1384765686,11739,0,0,144591475,3635683,13084,1393706
8072404,151181396,0,9036,1153463,2331473,6642355,19799,77203278,3726024,594518386,260218568,1369911300,0,103301,0,0,694779,0,0,2763405,0,17280090,181491650,6000,51116,0,48982163,10857418,574676557,1420387500,988079140,1,26550,0,28338172,0,129103,3739420,10,58006,951,0,418169,2736367873,988077512,0,0,1264617991,46045,0,8612,524357939,0,2823658,217216347,0,384255,1001,4247704,0,0,3391794,5056564,0,0,0,4,1019,1343083,15185,182841885,1001,4605455,497756,57,382109,1170826178,4058,132603947,0,0,42616560,68914,3891182,1633936,131179715,871,3444,37,8865554,804478232,76963205,2875144403,25,0,0,0,2871148729,0,0,226,1,1995143290,65876,105,293543359,405545,0,0,294661,1752035472,9763,877279,4105167,772683,0,287784811,3306098,0,2233,191333,28034249,1033,110,75446,1381442586,14332,0,0,145698849,3150818,14006,1915316
9856947,131239459,0,9044,1144719,2577741,5919994,20880,80793299,4833355,797030045,258761117,1398827245,0,93950,0,0,627770,0,0,3294747,0,17813171,181555394,6001,46556,0,48960352,11350296,795053772,1222591076,986318978,4,25687,0,34820526,0,115392,4020687,8,61853,777,0,417550,3785695742,986316197,0,0,1400568233,49483,0,8455,450209164,0,2832150,301568168,0,533422,1001,4257287,0,0,4839530,5203928,0,0,0,12,1460,1562343,13563,191490810,1060,4569196,515260,1,382381,1224840237,5139,117631033,0,0,44287205,76955,3817253,1455635,130448569,1163,3842,17,8792453,805936597,76216845,2463655734,25,0,0,0,3972373386,0,0,7,118,1995051260,65713,86,302136705,405607,0,0,325318,1758419371,9993,876165,3633501,769852,0,285779556,4412511,0,3001,166292,31071331,1041,153,67912,1374301671,16931,0,0,144799664,3181679,14368,1702888
11229164,183474188,0,9036,1033571,2436712,6436833,23445,77855009,3871147,800608711,258693425,1733806894,0,92912,0,0,887052,0,0,3441393,0,14874646,182053732,5998,49771,0,48940522,11007060,738606971,1388849438,988104907,0,25869,0,23952038,0,113553,3670577,6,58059,1033,0,418892,3516943773,988098939,0,0,1306147678,44289,0,8742,511594919,0,3660344,301542953,0,533098,1000,4717398,0,0,4479018,5003969,0,0,0,8,1428,1408471,13395,184319607,970,4473896,457020,1,370454,1178359371,7798,121815930,0,0,37895652,73733,4482220,1583267,130411930,885,3742,42,9570007,805646044,76458739,2799980041,25,0,0,0,3690306083,0,0,2,2,1995114871,65640,126,254839982,406069,0,0,303467,1757262881,8903,876092,5078518,825197,0,285836517,3451403,0,2386,238813,30710573,1050,102,68072,1381086136,12414,0,0,145174557,3441968,13427,1851872
6013868,152867124,0,9036,764536,1834374,6219493,27051,84562306,3867566,646297613,259515303,1468100575,0,97662,0,0,703803,0,0,3199205,0,16972788,181855168,6008,52359,0,49002565,11968862,777217250,1525140896,986459542,1530,39390,0,24027218,0,120866,3678874,6,58058,850,0,419286,3700827180,986459818,0,0,1289364228,46471,0,8174,562560976,0,3642042,293110569,0,518840,1002,5195349,0,0,4717784,5342005,0,0,0,6,1514,1497286,14384,200555291,1001,4627560,606972,1,383226,1279829415,3987,124933980,0,2,43927838,54498,3909745,1529729,130826028,959,3164,31,10264025,806217027,76621031,3080147906,25,0,0,0,3883485976,0,0,1,1,1995126437,84411,98,288958948,411212,0,0,300280,1757876159,11402,876221,4081738,818035,0,286543700,3447452,0,2854,183716,23014102,1038,158,68166,1384871576,13149,0,0,145050265,3697753,14125,1788689
20400457,166238874,0,9045,765625,1445993,6245249,24134,90928546,3976123,728882318,259621069,1465911847,0,94574,0,0,763231,0,0,4287667,0,24967251,181704120,6001,53320,0,49049669,12806717,726872711,1522281119,987987329,84,26272,0,37534343,0,115889,3690583,5,58063,676,0,418926,3461089543,987985756,0,0,1213203756,48587,0,8029,559136633,0,2996797,402344238,0,711806,1001,5268331,0,0,4298024,5232678,0,0,0,9,2095,1626701,13728,215247298,1001,4296207,765749,5,382230,1377422419,4296,134800982,0,0,69999385,46515,3886490,1536102,130878594,1745,2680,26,9640640,805598289,76978101,3059217866,25,0,0,0,3631700243,0,0,2,0,1995143594,72274,64,430117779,407488,0,0,280632,1754827661,10161,874404,4336673,854225,0,284758930,3556550,0,2438,68075,18702769,1037,120,69798,1384184648,10263,0,0,144836784,3383387,11117,1634743
23634223,228616604,0,9297,765203,1400992,6194768,22842,83879452,3905708,639989172,260257764,1421833110,0,94655,0,0,1092415,0,0,4332421,0,24931527,181784757,6000,51811,0,48990298,11777766,692815086,1509841107,988072821,4,25929,0,30739374,0,115672,3728682,8,58081,857,0,422865,3298905005,988070485,0,0,1368171511,49073,0,8333,557031838,0,3155199,433740697,0,766903,1001,5242484,0,0,4190700,5020198,0,0,0,8,2228,1352655,13535,198298424,1001,4470044,765508,58,383925,1270461775,10982,136378428,0,1,69880412,43349,3901707,1523691,131200136,927,2290,30,8344559,806390993,75899715,3050509840,25,0,0,0,3461632017,0,0,171,0,1991551972,67838,124,431824332,405507,0,0,359968,1759440019,10585,875932,6404201,774045,0,286407935,3480721,0,2531,43659,17982369,1023,148,83147,1385272392,11156,0,0,144897390,2998255,56211,1802112
