DISPATCH_STALL_FOR_BRANCH_ABORT,CPU_READ_COMMAND_LATENCY_TO_TARGET_NODE_0_3,PIPELINE_RESTART_DUE_TO_INSTRUCTION_STREAM_PROBE,SEGMENT_REGISTER_LOADS,RETURN_STACK_OVERFLOWS,L3_CACHE_MISSES,DISPATCH_STALL_WAITING_FOR_ALL_QUIET,MEMORY_CONTROLLER_TURNAROUNDS,RETIRED_SSE_OPERATIONS,CPU_IO_REQUESTS_TO_MEMORY_IO,PERF_COUNT_SW_TASK_CLOCK,RETIRED_MMX_AND_FP_INSTRUCTIONS,CPU_CLK_UNHALTED,INTERRUPTS_MASKED_CYCLES_WITH_INTERRUPT_PENDING,INSTRUCTION_CACHE_MISSES,SMIS_RECEIVED,FP_SCHEDULER_CYCLES,CPU_READ_COMMAND_REQUESTS_TO_TARGET_NODE_0_3,CPU_READ_COMMAND_REQUESTS_TO_TARGET_NODE_4_7,RETIRED_CLFLUSH_INSTRUCTIONS,RETIRED_TAKEN_BRANCH_INSTRUCTIONS_MISPREDICTED,HYPERTRANSPORT_LINK3,DISPATCH_STALL_FOR_SERIALIZATION,DISPATCH_STALL_FOR_RESERVATION_STATION_FULL,INEFFECTIVE_SW_PREFETCHES,PERF_COUNT_HW_CACHE_MISSES,GLOBAL_TLB_FLUSHES,RETIRED_MOVE_OPS,DISPATCHED_FPU_OPS_FAST_FLAG,RETIRED_BRANCH_INSTRUCTIONS,MEMORY_REQUESTS,PERF_COUNT_HW_CPU_CYCLES,HYPERTRANSPORT_LINK1,L1_DTLB_MISS_AND_L2_DTLB_HIT,DATA_CACHE_LINES_EVICTED,MEMORY_CONTROLLER_PAGE_TABLE_OVERFLOWS,LOCKED_OPS,CPU_REQUESTS_TO_TARGET_NODE_0_3_4_7,L2_FILL_WRITEBACK,PERF_COUNT_HW_BRANCH_MISSES,INTERRUPTS_MASKED_CYCLES,INSTRUCTION_CACHE_LINES_INVALIDATED,DISPATCH_STALL_FOR_SEGMENT_LOAD,ITLB_RELOADS,GART,SIZED_COMMANDS,RETIRED_INSTRUCTIONS,HYPERTRANSPORT_LINK0,DR2_BREAKPOINT_MATCHES,RETIRED_X87_OPS,INSTRUCTION_CACHE_VICTIMS,DATA_CACHE_ACCESSES,DATA_PREFETCHES,CPU_COMMAND_LATENCY_TO_TARGET_NODE_0_3_4_7,DATA_CACHE_REFILLS_FROM_SYSTEM,PERF_COUNT_HW_CACHE_REFERENCES,PERF_COUNT_HW_BRANCH_INSTRUCTIONS,PIPELINE_RESTART_DUE_TO_SELF_MODIFYING_CODE,REQUESTS_TO_L2,RETIRED_TAKEN_BRANCH_INSTRUCTIONS,PERF_COUNT_SW_PAGE_FAULTS,RETIRED_BRANCH_RESYNCS,PREFETCH_INSTRUCTIONS_DISPATCHED,PERF_COUNT_HW_CACHE_ITLB,CANCELLED_STORE_TO_LOAD_FORWARD_OPERATIONS,LFENCE_INST_RETIRED,RETIRED_MISPREDICTED_BRANCH_INSTRUCTIONS,MEMORY_CONTROLLER_REQUESTS,RETIRED_SERIALIZING_OPS,PERF_COUNT_SW_PAGE_FAULTS_MIN,FPU_EXCEPTIONS,PERF_COUNT_SW_CPU_MIGRATIONS,RETIRED_FAR_CONTROL_TRANSFERS,LS_BUFFER_2_FULL_CYCLES,L2_CACHE_MISS,DISPATCHED_FPU,INTERRUPTS_TAKEN,PROBE,MFENCE_INST_RETIRED,L1_ITLB_MISS_AND_L2_ITLB_HIT,RETIRED_FASTPATH_DOUBLE_OP_INSTRUCTIONS,CYCLES_NO_FPU_OPS_RETIRED,IO_TO_DRAM_REQUESTS_TO_TARGET_NODE,DISPATCH_STALL_FOR_REORDER_BUFFER_FULL,PERF_COUNT_SW_PAGE_FAULTS_MAJ,MISALIGNED_ACCESSES,DECODER_EMPTY,L3_FILLS_CAUSED_BY_L2_EVICTIONS,PERF_COUNT_HW_CACHE_BPU,DISPATCH_STALL_FOR_FAR_TRANSFER_OR_RSYNC,RETIRED_NEAR_RETURNS,RETIRED_NEAR_RETURNS_MISPREDICTED,L3_EVICTIONS,PERF_COUNT_SW_CONTEXT_SWITCHES,MEMORY_CONTROLLER_SLOT_MISSES,INSTRUCTION_CACHE_FETCHES,DISPATCH_STALL_FOR_FPU_FULL,PERF_COUNT_HW_INSTRUCTIONS,L1_ITLB_MISS_AND_L2_ITLB_MISS,RETIRED_CPUID_INSTRUCTIONS,SFENCE_INST_RETIRED,HYPERTRANSPORT_LINK2,RETIRED_UOPS,CPU_READ_COMMAND_LATENCY_TO_TARGET_NODE_4_7,DR3_BREAKPOINT_MATCHES,INSTRUCTION_CACHE_REFILLS_FROM_SYSTEM,L1_DTLB_AND_L2_DTLB_MISS,THERMAL_STATUS_AND_ECC_ERRORS,PERF_COUNT_HW_CACHE_L1I,ITLB_RELOADS_ABORTED,DISPATCH_STALLS,PERF_COUNT_HW_CACHE_L1D,PERF_COUNT_SW_CPU_CLOCK,PAGE_SIZE_MISMATCHES,SCRUBBER_SINGLE_BIT_ECC_ERRORS,DATA_CACHE_MISSES,L1_DTLB_HIT,PERF_COUNT_HW_CACHE_LL,MICROARCHITECTURAL_LATE_CANCEL_OF_AN_ACCESS,CPU_TO_DRAM_REQUESTS_TO_TARGET_NODE,RETIRED_INDIRECT_BRANCHES_MISPREDICTED,IBS_OPS_TAGGED,MICROARCHITECTURAL_EARLY_CANCEL_OF_AN_ACCESS,CACHE_BLOCK,DR1_BREAKPOINT_MATCHES,MEMORY_CONTROLLER_BYPASS,READ_REQUEST_TO_L3_CACHE,QUADWORDS_WRITTEN_TO_SYSTEM,DCACHE_MISSES_BY_LOCKED_INSTRUCTIONS,PIPELINE_RESTART_DUE_TO_PROBE_HIT,INSTRUCTION_CACHE_REFILLS_FROM_L2,SYSTEM_READ_RESPONSES,INSTRUCTION_FETCH_STALL,PERF_COUNT_HW_CACHE_DTLB,DR0_BREAKPOINT_MATCHES,RETURN_STACK_HITS,DRAM_ACCESSES_PAGE,DATA_CACHE_REFILLS,DISPATCH_STALL_FOR_LS_FULL,
33337083,0,17,643091,88093,19410429,5396090,1363622,0,44039325,542912603,224,628487817,205400,2423836,0,90,6535072,0,0,708228,0,6980242,30149226,210723,2244873,0,24,65,46379319,7631,797105924,575698918,43848,14756855,0,117558182,0,37249649,862886,60803858,2,8689436,503,0,319698,263319310,575711219,0,0,1144471,245080085,0,0,3891321,95037897,57512649,0,59673987,40886129,116223,174731,36713,0,3388590,54,803009,0,8,116224,0,3,210626,502894196,25724022,498,665,5730871,1209,191,3,1132490116,0,81536261,0,289,46979413,421922,733799,1534570,8651566,309263,98526,14,66599442,103767468,302,328984842,251,10,0,575703139,396861620,0,0,47693,315148,1720156792,2155764,184,1077335825,9152080,542988493,0,0,4343521,256435247,8876126,161451920,0,254298,0,42897387,10575923,0,289704,49806045,23596478,84949,15697,2376160,5951877,967466795,0,0,9814496,28854201,7551682,941918751,
16368272,0,4,717949,159868,21100173,2337629,363684,34456,20893765,679047067,0,778294411,79481,2297048,0,0,5485182,0,0,873229,0,6201077,21321729,181939,2300882,0,15340,5336,42963184,10084,797754843,705150260,32872,20002101,0,63505448,0,39516035,994590,56624473,1,7451975,40,0,481880,242877974,705147273,0,0,1925921,238136870,0,0,5222451,95125747,69947931,0,54556900,54789919,110799,180777,56732,0,2507332,26,980938,0,0,110797,0,2,297577,201290297,25639026,12,724,11984044,289,16,0,1306808902,0,39142324,0,2,27420007,455902,730642,672301,8546740,307742,90165,29,81016506,161233346,0,329256724,42,0,0,705155586,370771905,0,0,39237,206340,1369036723,2017720,8,629802406,9048143,679103336,0,0,5786415,231503647,8843967,111624595,0,252043,0,68093321,23458611,0,62212,46870182,27128212,102785,13944,2257819,6836987,1417458664,0,0,19884549,35063090,10228107,312266900,
23922458,0,15,1017260,128052,25550953,2909566,992846,53027777,36934362,584530037,0,851013141,132278,1250655,0,0,4332663,0,0,913501,0,5285753,18266824,141162,1763062,0,23608387,8291206,97798935,12549,798099550,744039307,29204,28181385,0,47240222,0,32806220,2559012,78736983,0,6019806,41,0,361054,547968242,744037698,0,0,1545559,286861667,0,0,7400677,132271339,401460905,0,46164084,77422252,36834,258742,104537,0,2829637,23,1143757,0,0,36834,0,5,249777,12828333,22368927,5,693,12131736,695,0,0,890822350,0,30539053,0,9,37514505,553663,885493,842583,18502514,440303,130749,45,40032789,88724658,0,493605351,38,0,0,744037650,749526758,0,0,22596,127446,1447397208,1547770,35,820087233,7353851,584549826,0,0,8102088,279619571,6832472,68926521,0,364553,0,219316672,22842839,0,187141,60975958,25021351,294459,8695,1228109,6303849,892235188,0,0,9739843,16294317,14397656,389788425,
22375611,2182097125,13,1034919,227378,9084746,3982792,319188,16984028,33331196,713561028,23,574103209,348239,1560470,0,158,4810292,0,0,955641,0,4545364,44066734,195392,3274873,0,7561255,2618783,78987708,8761,1354395538,989128657,45123,40303289,0,13976570,0,41835261,2428626,152571374,3,5022671,465,0,283363,450348521,989127049,0,0,2246532,207858585,0,0,10725360,145499110,390223597,0,54032127,51883296,61831,165481,151694,0,2287934,37,1048756,148772668,4,61832,0,0,284627,1283759,28307188,114,839,13340162,561,4,0,1094852951,14534,70753679,0,0,35846489,103146,1152739,1141803,10664115,275748,767519,44,61136077,115820066,0,508667974,27,0,0,989127770,693446870,0,0,24690,219557,1374060265,1768081,24,798351927,7517650,713600366,0,0,11593245,247743075,7365517,113896828,103478056,230450,0,231115017,25538059,0,56473,11477302,22778683,283373,1278,1535765,5742306,600430431,0,0,8516065,25531351,20896537,527256990,
10548271,53640481,11,1030844,110550,9115541,4680787,796194,25447293,31393043,748577685,0,879093990,175186,1660513,0,0,6848460,0,0,642593,0,6733835,19530407,114861,3657662,0,11329343,3926902,85114051,31643,2180831785,989786593,40682,53699893,0,4154154,0,36330708,2918617,117438333,1,7490378,47,0,296574,479785955,989785743,0,0,1793213,251218879,0,3446,13948655,766548440,481173787,0,45403856,60765189,136154,193515,125552,0,2493782,25,845662,6086379,0,136157,0,1,161797,3231525,24418182,14,951,16354072,604,1,0,1076039627,44522,28310998,0,3,47059814,107129,758114,1187282,12510987,293258,444437,57,9650550,142922222,32345464,4050921568,37,0,0,989785988,642404529,0,0,22365,240832,1454808162,2327552,13,151379384,10676379,748609977,0,0,15992996,367679971,9846795,123045941,242954,243030,0,231847962,30955445,0,147677,7991004,31360659,288783,1532,1638126,7909713,809745728,0,0,13022565,2093427,28033500,151188713,
19263967,262173005,6,799059,305165,4822530,2784086,1012229,21193331,32098840,755779588,23,883917966,446869,1004894,0,137,5849265,0,0,438083,0,5728053,20569970,29870,4078074,0,9435318,3290789,57685288,71929,2189748757,771821628,15988,57266121,0,508662,0,33519657,3803383,234825914,5,7425959,393,0,110271,331261140,771823092,0,0,1993601,358742771,0,85,15075875,799002113,604925780,0,48849203,24602544,63181,181957,157520,0,4128032,0,482347,25227664,4,63178,0,0,137581,650852,24233223,60642459,731,21990802,459,9,0,494964878,5624,30285444,0,12,72402035,11502,1735632,675517,8226863,308776,315,57,37493977,88671990,23264182,4297643050,12,0,0,771819428,509385633,0,0,21227,127,1645495929,3176496,36,231379164,13041323,755782768,0,0,16304776,344950381,12056601,4172105,4022967,256186,0,227445142,41562300,0,192498,18888023,21033524,321794,1195,983671,5278982,959092163,0,0,10456305,15506388,29664727,2689541,
17328340,485675631,7,1104087,246455,10339389,5232249,859059,23114410,33702699,536081757,1,790925643,84151,2146984,0,0,6146271,0,0,382794,0,3334868,49141822,105855,4111578,0,10290662,3562966,74032494,7701,2188191869,436026451,9080,16829,0,46697491,0,32793092,1938650,90734559,3,2118902,812,0,3996,417472222,436029267,0,0,1650660,532632691,0,354,1473,800632278,293374177,0,55685309,22758802,1022,193678,107471,0,6108360,53,432856,40897174,0,1022,0,0,126471,109686959,22204140,108612958,642,37727461,647,12,0,658263893,890,62544633,0,0,57035231,420548,2418110,1277073,35914419,58785,301209,44,35638333,145102693,44359269,4307251854,23,0,0,436024194,591386156,0,0,34656,171,1524906943,1708152,287,189659061,7512679,536090929,0,0,332272,141049838,7141448,894096,15833324,339241,0,237715800,69617973,0,157841,16191719,106291,282929,4778,2112359,26731,612600999,0,0,13560167,15320849,15725,3053928,
15574800,423576712,1,774663,101076,8511276,4089647,98191,43247107,33893640,621160094,0,959095258,72422,1869104,0,0,6718550,0,0,430684,0,3925349,29870752,103835,1548767,0,19253979,6675254,307262033,7042,750020181,307892904,6713,46852,0,56195585,0,29590830,2093008,88281738,4,93539,1162,0,208920,1491984548,307893105,0,0,1256866,616502452,0,3760,15998,179577593,308032000,0,54128289,24391281,185,259662,293,0,7057199,3,490749,7249454,0,185,0,0,119136,131993973,20702629,111958622,663,41972092,415,2,0,594700277,2859,19678066,0,0,52061557,254066,2473751,994157,45165353,10016,372191,43,6689006,84997318,34600667,890477472,0,0,0,307892793,1581545795,0,0,30728,10,1541053551,1346567,127,173683116,6784013,621198863,0,0,103369,139166963,6162907,916076,25666893,504857,0,278268699,78822102,0,17042,13178815,180960,1587,10590,1838354,34660,699685266,0,0,9331846,1464853,3040,2450904,
14106996,693867447,10,6905,67593,6038381,3758707,730764,104038736,31282620,694095675,90104532,1205781214,109858,615218,0,374,4418431,0,0,769023,0,4073601,31707494,175518,2154392,0,46318615,16039555,321701524,10680,791742838,1438334513,4646,13957,0,91660057,0,23774975,846057,83632910,0,21582,1014,0,679162,1545957652,1438331308,0,0,935119,617906407,0,7323,4897,92291204,55016299,0,44851106,86670390,40323,258958,939,0,7088636,19,1012049,54617753,24,40323,0,3,1912,119610247,14995812,87164004,986,30865739,182,1471557,252778,592671424,9266,19496161,0,0,35391248,393169,1987092,913581,45054258,4252,276274,29,66744178,260353467,31680865,317681407,67,0,0,1438331862,1624717452,0,0,17474,306,1224195956,1812933,35,468764566,7468032,694162735,0,0,122947,217351915,7107779,919888,21895549,521127,0,278586301,57700663,0,144167,79776033,136008,1694,12533,597789,34855,639088619,0,0,18783146,28787177,27618,3440527,
15525186,585442068,1,8483,84571,24186339,4455471,1351563,24172535,50377260,717395701,119405036,1397951866,8628,1076333,0,0,3732518,0,0,1556560,0,5931490,45081271,4209,1738983,0,10761618,3727145,335962117,77752,765955662,310122761,11572,39510093,0,55329595,0,1982891,651377,4350501,1,31001,67,0,732479,1614382843,310121341,0,0,1148295,617673311,0,6737,10146507,117534160,41217925,0,20195939,132746417,101505,259308,522,0,7090735,9,1783818,24698606,0,101506,0,2,3184,147290483,184137,79481500,1004,5077495,80238,2682702,323009,445638437,6101,25456958,0,0,30213837,397427,1778831,1085876,45110999,4033,372551,44,58424510,367650211,38044465,431857037,835,0,0,310121914,1696359970,0,0,2249,56,1996099409,1755479,275,577336781,8469404,717452896,0,0,106950,427389096,7513607,939532,36567478,557172,0,182689804,7831514,0,256909,45336894,156701,1102,12769,1074082,41683,532626614,0,0,53409016,24847042,12358,2662583,
