DISPATCH_STALL_FOR_BRANCH_ABORT,CPU_READ_COMMAND_LATENCY_TO_TARGET_NODE_0_3,PIPELINE_RESTART_DUE_TO_INSTRUCTION_STREAM_PROBE,SEGMENT_REGISTER_LOADS,RETURN_STACK_OVERFLOWS,L3_CACHE_MISSES,DISPATCH_STALL_WAITING_FOR_ALL_QUIET,MEMORY_CONTROLLER_TURNAROUNDS,RETIRED_SSE_OPERATIONS,CPU_IO_REQUESTS_TO_MEMORY_IO,PERF_COUNT_SW_TASK_CLOCK,RETIRED_MMX_AND_FP_INSTRUCTIONS,CPU_CLK_UNHALTED,INTERRUPTS_MASKED_CYCLES_WITH_INTERRUPT_PENDING,INSTRUCTION_CACHE_MISSES,SMIS_RECEIVED,FP_SCHEDULER_CYCLES,CPU_READ_COMMAND_REQUESTS_TO_TARGET_NODE_0_3,CPU_READ_COMMAND_REQUESTS_TO_TARGET_NODE_4_7,RETIRED_CLFLUSH_INSTRUCTIONS,RETIRED_TAKEN_BRANCH_INSTRUCTIONS_MISPREDICTED,HYPERTRANSPORT_LINK3,DISPATCH_STALL_FOR_SERIALIZATION,DISPATCH_STALL_FOR_RESERVATION_STATION_FULL,INEFFECTIVE_SW_PREFETCHES,PERF_COUNT_HW_CACHE_MISSES,GLOBAL_TLB_FLUSHES,RETIRED_MOVE_OPS,DISPATCHED_FPU_OPS_FAST_FLAG,RETIRED_BRANCH_INSTRUCTIONS,MEMORY_REQUESTS,PERF_COUNT_HW_CPU_CYCLES,HYPERTRANSPORT_LINK1,L1_DTLB_MISS_AND_L2_DTLB_HIT,DATA_CACHE_LINES_EVICTED,MEMORY_CONTROLLER_PAGE_TABLE_OVERFLOWS,LOCKED_OPS,CPU_REQUESTS_TO_TARGET_NODE_0_3_4_7,L2_FILL_WRITEBACK,PERF_COUNT_HW_BRANCH_MISSES,INTERRUPTS_MASKED_CYCLES,INSTRUCTION_CACHE_LINES_INVALIDATED,DISPATCH_STALL_FOR_SEGMENT_LOAD,ITLB_RELOADS,GART,SIZED_COMMANDS,RETIRED_INSTRUCTIONS,HYPERTRANSPORT_LINK0,DR2_BREAKPOINT_MATCHES,RETIRED_X87_OPS,INSTRUCTION_CACHE_VICTIMS,DATA_CACHE_ACCESSES,DATA_PREFETCHES,CPU_COMMAND_LATENCY_TO_TARGET_NODE_0_3_4_7,DATA_CACHE_REFILLS_FROM_SYSTEM,PERF_COUNT_HW_CACHE_REFERENCES,PERF_COUNT_HW_BRANCH_INSTRUCTIONS,PIPELINE_RESTART_DUE_TO_SELF_MODIFYING_CODE,REQUESTS_TO_L2,RETIRED_TAKEN_BRANCH_INSTRUCTIONS,PERF_COUNT_SW_PAGE_FAULTS,RETIRED_BRANCH_RESYNCS,PREFETCH_INSTRUCTIONS_DISPATCHED,PERF_COUNT_HW_CACHE_ITLB,CANCELLED_STORE_TO_LOAD_FORWARD_OPERATIONS,LFENCE_INST_RETIRED,RETIRED_MISPREDICTED_BRANCH_INSTRUCTIONS,MEMORY_CONTROLLER_REQUESTS,RETIRED_SERIALIZING_OPS,PERF_COUNT_SW_PAGE_FAULTS_MIN,FPU_EXCEPTIONS,PERF_COUNT_SW_CPU_MIGRATIONS,RETIRED_FAR_CONTROL_TRANSFERS,LS_BUFFER_2_FULL_CYCLES,L2_CACHE_MISS,DISPATCHED_FPU,INTERRUPTS_TAKEN,PROBE,MFENCE_INST_RETIRED,L1_ITLB_MISS_AND_L2_ITLB_HIT,RETIRED_FASTPATH_DOUBLE_OP_INSTRUCTIONS,CYCLES_NO_FPU_OPS_RETIRED,IO_TO_DRAM_REQUESTS_TO_TARGET_NODE,DISPATCH_STALL_FOR_REORDER_BUFFER_FULL,PERF_COUNT_SW_PAGE_FAULTS_MAJ,MISALIGNED_ACCESSES,DECODER_EMPTY,L3_FILLS_CAUSED_BY_L2_EVICTIONS,PERF_COUNT_HW_CACHE_BPU,DISPATCH_STALL_FOR_FAR_TRANSFER_OR_RSYNC,RETIRED_NEAR_RETURNS,RETIRED_NEAR_RETURNS_MISPREDICTED,L3_EVICTIONS,PERF_COUNT_SW_CONTEXT_SWITCHES,MEMORY_CONTROLLER_SLOT_MISSES,INSTRUCTION_CACHE_FETCHES,DISPATCH_STALL_FOR_FPU_FULL,PERF_COUNT_HW_INSTRUCTIONS,L1_ITLB_MISS_AND_L2_ITLB_MISS,RETIRED_CPUID_INSTRUCTIONS,SFENCE_INST_RETIRED,HYPERTRANSPORT_LINK2,RETIRED_UOPS,CPU_READ_COMMAND_LATENCY_TO_TARGET_NODE_4_7,DR3_BREAKPOINT_MATCHES,INSTRUCTION_CACHE_REFILLS_FROM_SYSTEM,L1_DTLB_AND_L2_DTLB_MISS,THERMAL_STATUS_AND_ECC_ERRORS,PERF_COUNT_HW_CACHE_L1I,ITLB_RELOADS_ABORTED,DISPATCH_STALLS,PERF_COUNT_HW_CACHE_L1D,PERF_COUNT_SW_CPU_CLOCK,PAGE_SIZE_MISMATCHES,SCRUBBER_SINGLE_BIT_ECC_ERRORS,DATA_CACHE_MISSES,L1_DTLB_HIT,PERF_COUNT_HW_CACHE_LL,MICROARCHITECTURAL_LATE_CANCEL_OF_AN_ACCESS,CPU_TO_DRAM_REQUESTS_TO_TARGET_NODE,RETIRED_INDIRECT_BRANCHES_MISPREDICTED,IBS_OPS_TAGGED,MICROARCHITECTURAL_EARLY_CANCEL_OF_AN_ACCESS,CACHE_BLOCK,DR1_BREAKPOINT_MATCHES,MEMORY_CONTROLLER_BYPASS,READ_REQUEST_TO_L3_CACHE,QUADWORDS_WRITTEN_TO_SYSTEM,DCACHE_MISSES_BY_LOCKED_INSTRUCTIONS,PIPELINE_RESTART_DUE_TO_PROBE_HIT,INSTRUCTION_CACHE_REFILLS_FROM_L2,SYSTEM_READ_RESPONSES,INSTRUCTION_FETCH_STALL,PERF_COUNT_HW_CACHE_DTLB,DR0_BREAKPOINT_MATCHES,RETURN_STACK_HITS,DRAM_ACCESSES_PAGE,DATA_CACHE_REFILLS,DISPATCH_STALL_FOR_LS_FULL,
1531539,0,0,0,4837,2138498,0,0,0,10970072,1000094151,403998445,0,0,0,0,0,2850940,0,0,0,0,0,0,3011,0,0,0,0,0,12884,0,0,0,0,0,17602278,0,5700458,0,3953010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35425777,0,6126260,0,0,0,4376,0,0,0,0,0,0,0,0,0,0,1238717,2769515,0,1005,0,16,0,48,0,0,0,0,0,2210471,5973,0,0,0,0,17,0,0,212214086,0,0,0,0,0,0,0,0,0,0,0,1972587542,15243,0,309294574,702340,1000068536,0,0,0,624486800,565034,0,0,0,0,174070369,0,0,0,3481651,0,4064,0,0,0,0,0,0,0,0,0,0,
1605733,0,0,0,4851,2159842,0,0,0,7288364,1000104921,404108955,0,0,0,0,0,2922884,0,0,0,0,0,0,3009,0,0,0,0,0,12333,0,0,0,0,0,17651500,0,5705752,0,3985905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35404716,0,6189105,0,0,0,4381,0,0,0,0,0,0,0,0,0,0,1532650,2773260,0,1004,0,23,0,48,0,0,0,0,0,2167735,8179,0,0,0,0,24,0,0,211978328,0,0,0,0,0,0,0,0,0,0,0,1975368789,12516,0,309102956,577720,1000061149,0,0,0,625915600,459676,0,0,0,0,174022502,0,0,0,3545568,0,4050,0,0,0,0,0,0,0,0,0,0,
1601844,0,0,0,4854,2150635,0,0,0,12550699,1000095678,403526204,0,0,0,0,0,2879917,0,0,0,22786214,0,0,3012,0,0,0,0,0,12567,0,0,0,0,0,10897441,0,5711624,0,3971423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35402460,0,6266213,0,0,0,4343,0,0,0,0,0,0,0,0,0,0,1260841,2774718,0,1004,0,28,0,48,0,0,0,0,0,2168470,17041,0,0,0,0,3,0,0,212059197,0,0,0,0,0,0,0,0,0,0,0,1975013603,10864,0,309556725,469555,1000072743,0,0,0,624963254,375508,0,0,0,0,174053173,0,0,0,3472357,0,4066,0,0,0,0,0,0,0,0,0,0,
1601921,0,0,0,4839,2165527,0,0,0,8791606,1000168077,404364073,0,0,0,0,0,2931711,0,0,0,0,0,0,3015,0,0,0,0,0,13157,0,0,0,0,0,11417038,0,5694081,0,3965012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35596662,0,6113482,0,0,0,4373,0,0,0,0,0,0,0,0,0,0,1289155,2768935,0,1004,0,19,0,48,0,0,0,0,0,2155948,18855,0,0,0,0,12,0,0,212349435,0,0,0,0,0,0,0,0,0,0,0,1972682599,6500,0,309194587,594544,1000064899,0,0,0,621767420,485219,0,0,0,0,174031625,0,0,0,3505969,0,4054,0,0,0,0,0,0,0,0,0,0,
1602145,0,0,0,4853,2197005,0,0,0,14608435,1002113993,402593776,0,0,0,0,0,2931285,0,0,0,0,0,0,3008,0,0,0,0,0,12557,0,0,0,0,0,4048437,0,5695530,0,3966145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35488351,0,6247097,0,0,0,4386,0,0,0,0,0,0,0,0,0,0,1265507,2768276,0,1004,0,45,0,51,0,0,0,0,0,2206293,13372,0,0,0,0,5,0,0,212248621,0,0,0,0,0,0,0,0,0,0,0,1970105453,59138,0,309190959,713862,1000137629,0,0,0,626188616,550529,0,0,0,0,174073142,0,0,0,3521927,0,4051,0,0,0,0,0,0,0,0,0,0,
1601934,0,0,0,4847,2161517,0,0,0,4106357,998894304,404239743,0,0,0,0,0,2946474,0,0,0,0,0,0,3013,0,0,0,0,0,12443,0,0,0,0,0,1207993,0,5707970,0,3957755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35535513,0,6213932,0,0,0,4387,0,0,0,0,0,0,0,0,0,0,1351144,2773862,0,1004,0,22,0,48,0,0,0,0,0,2215844,7402,0,0,0,0,3,0,0,211995097,0,0,0,0,0,0,0,0,0,0,0,1977922663,164410,0,309225545,797998,1002084581,0,0,0,626593979,602802,0,0,0,0,174100309,0,0,0,3520531,0,4094,0,0,0,0,0,0,0,0,0,0,
1595968,0,0,0,4823,2140227,0,0,0,2380934,1000092961,404040213,0,0,0,0,0,3059770,0,0,0,0,0,0,3010,0,0,0,0,0,12410,0,0,0,0,0,2824540,0,5691843,0,3985383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35491891,0,6391938,0,0,0,4387,0,0,0,0,0,0,0,0,0,0,1324661,2765385,0,1004,0,14,0,48,0,0,0,0,0,2146808,15392,0,0,0,0,18,0,0,212060843,0,0,0,0,0,0,0,0,0,0,0,1977816915,160501,0,309001226,624556,998882811,0,0,0,626428130,456151,0,0,0,0,174064349,0,0,0,3470239,0,4040,0,0,0,0,0,0,0,0,0,0,
1596015,0,0,0,4057,2153828,0,0,0,2646988,997537821,404358998,0,0,0,0,0,3442764,0,0,0,0,0,0,3013,0,0,0,0,0,12376,0,0,0,0,0,3424293,0,5690491,0,3967068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35550155,0,6093651,0,0,0,4402,0,0,0,0,0,0,0,0,0,0,1252511,2767350,0,1005,0,9,0,48,0,0,0,0,0,2114575,18994,0,0,0,0,2,0,0,212252309,0,0,0,0,0,0,0,0,0,0,0,1977901540,12244,0,309237013,534861,1000065293,0,0,0,626975072,425866,0,0,0,0,174064958,0,0,0,3501614,0,4057,0,0,0,0,0,0,0,0,0,0,
1604327,0,0,0,4014,2138101,0,0,0,3302681,1000107789,404509022,0,0,0,0,0,3182307,0,0,0,0,0,0,23682993289,0,0,0,0,0,12611,0,0,0,0,0,3311996,0,5711887,0,3958463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35475949,0,6257166,0,0,0,4368,0,0,0,0,0,0,0,0,0,0,1280616,2774861,0,1004,0,82,0,45,0,0,0,0,0,2137513,17596,0,0,0,0,8,0,0,212082051,0,0,0,0,0,0,0,0,0,0,0,1979221266,19579,0,309663927,470169,997539045,0,0,0,626022105,371828,0,0,0,0,174093662,0,0,0,3461608,0,4058,0,0,0,0,0,0,0,0,0,0,
1683887,0,0,0,41101606644,2162993,0,0,0,3454405,997756011,403300663,0,0,0,0,0,3143146,0,0,0,0,0,0,0,0,133821,0,0,0,92965132924,0,0,0,0,0,4186299,0,5691511,0,3956683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35009571,0,6364768,0,0,0,4189,0,0,0,0,0,0,0,0,0,0,975859805,2766840,0,1003,0,15,0,48,0,0,0,0,0,2218697,19293,0,0,0,0,2,0,0,211955044,0,0,0,0,0,0,0,0,0,0,0,1979428871,10134,0,308838177,531170,1000078993,0,0,0,4813750209152431,428314,0,0,0,0,173997348,0,0,0,3510860,0,4057,0,0,0,0,0,0,0,0,0,0,
