DISPATCH_STALL_FOR_BRANCH_ABORT,CPU_READ_COMMAND_LATENCY_TO_TARGET_NODE_0_3,PIPELINE_RESTART_DUE_TO_INSTRUCTION_STREAM_PROBE,SEGMENT_REGISTER_LOADS,RETURN_STACK_OVERFLOWS,L3_CACHE_MISSES,DISPATCH_STALL_WAITING_FOR_ALL_QUIET,MEMORY_CONTROLLER_TURNAROUNDS,RETIRED_SSE_OPERATIONS,CPU_IO_REQUESTS_TO_MEMORY_IO,PERF_COUNT_SW_TASK_CLOCK,RETIRED_MMX_AND_FP_INSTRUCTIONS,CPU_CLK_UNHALTED,INTERRUPTS_MASKED_CYCLES_WITH_INTERRUPT_PENDING,INSTRUCTION_CACHE_MISSES,SMIS_RECEIVED,FP_SCHEDULER_CYCLES,CPU_READ_COMMAND_REQUESTS_TO_TARGET_NODE_0_3,CPU_READ_COMMAND_REQUESTS_TO_TARGET_NODE_4_7,RETIRED_CLFLUSH_INSTRUCTIONS,RETIRED_TAKEN_BRANCH_INSTRUCTIONS_MISPREDICTED,HYPERTRANSPORT_LINK3,DISPATCH_STALL_FOR_SERIALIZATION,DISPATCH_STALL_FOR_RESERVATION_STATION_FULL,INEFFECTIVE_SW_PREFETCHES,PERF_COUNT_HW_CACHE_MISSES,GLOBAL_TLB_FLUSHES,RETIRED_MOVE_OPS,DISPATCHED_FPU_OPS_FAST_FLAG,RETIRED_BRANCH_INSTRUCTIONS,MEMORY_REQUESTS,PERF_COUNT_HW_CPU_CYCLES,HYPERTRANSPORT_LINK1,L1_DTLB_MISS_AND_L2_DTLB_HIT,DATA_CACHE_LINES_EVICTED,MEMORY_CONTROLLER_PAGE_TABLE_OVERFLOWS,LOCKED_OPS,CPU_REQUESTS_TO_TARGET_NODE_0_3_4_7,L2_FILL_WRITEBACK,PERF_COUNT_HW_BRANCH_MISSES,INTERRUPTS_MASKED_CYCLES,INSTRUCTION_CACHE_LINES_INVALIDATED,DISPATCH_STALL_FOR_SEGMENT_LOAD,ITLB_RELOADS,GART,SIZED_COMMANDS,RETIRED_INSTRUCTIONS,HYPERTRANSPORT_LINK0,DR2_BREAKPOINT_MATCHES,RETIRED_X87_OPS,INSTRUCTION_CACHE_VICTIMS,DATA_CACHE_ACCESSES,DATA_PREFETCHES,CPU_COMMAND_LATENCY_TO_TARGET_NODE_0_3_4_7,DATA_CACHE_REFILLS_FROM_SYSTEM,PERF_COUNT_HW_CACHE_REFERENCES,PERF_COUNT_HW_BRANCH_INSTRUCTIONS,PIPELINE_RESTART_DUE_TO_SELF_MODIFYING_CODE,REQUESTS_TO_L2,RETIRED_TAKEN_BRANCH_INSTRUCTIONS,PERF_COUNT_SW_PAGE_FAULTS,RETIRED_BRANCH_RESYNCS,PREFETCH_INSTRUCTIONS_DISPATCHED,PERF_COUNT_HW_CACHE_ITLB,CANCELLED_STORE_TO_LOAD_FORWARD_OPERATIONS,LFENCE_INST_RETIRED,RETIRED_MISPREDICTED_BRANCH_INSTRUCTIONS,MEMORY_CONTROLLER_REQUESTS,RETIRED_SERIALIZING_OPS,PERF_COUNT_SW_PAGE_FAULTS_MIN,DISPATCH_STALL_FOR_SEGQUERY,FPU_EXCEPTIONS,PERF_COUNT_SW_CPU_MIGRATIONS,RETIRED_FAR_CONTROL_TRANSFERS,LS_BUFFER_2_FULL_CYCLES,L2_CACHE_MISS,DISPATCHED_FPU,PREFETCH_QUERY,INTERRUPTS_TAKEN,PROBE,MFENCE_INST_RETIRED,L1_ITLB_MISS_AND_L2_ITLB_HIT,RETIRED_FASTPATH_DOUBLE_OP_INSTRUCTIONS,CYCLES_NO_FPU_OPS_RETIRED,IO_TO_DRAM_REQUESTS_TO_TARGET_NODE,DISPATCH_STALL_FOR_REORDER_BUFFER_FULL,PERF_COUNT_SW_PAGE_FAULTS_MAJ,MISALIGNED_ACCESSES,DECODER_EMPTY,L3_FILLS_CAUSED_BY_L2_EVICTIONS,PERF_COUNT_HW_CACHE_BPU,DISPATCH_STALL_FOR_FAR_TRANSFER_OR_RSYNC,RETIRED_NEAR_RETURNS,RETIRED_NEAR_RETURNS_MISPREDICTED,L3_EVICTIONS,PERF_COUNT_SW_CONTEXT_SWITCHES,MEMORY_CONTROLLER_SLOT_MISSES,INSTRUCTION_CACHE_FETCHES,INEFFECTIVE_SW_PRQUERY,DISPATCH_STALL_FOR_FPU_FULL,PERF_COUNT_HW_INSTRUCTIONS,L1_ITLB_MISS_AND_L2_ITLB_MISS,RETIRED_CPUID_INSTRUCTIONS,SFENCE_INST_RETIRED,HYPERTRANSPORT_LINK2,RETIRED_UOPS,CPU_READ_COMMAND_LATENCY_TO_TARGET_NODE_4_7,DR3_BREAKPOINT_MATCHES,INSTRUCTION_CACHE_REFILLS_FROM_SYSTEM,L1_DTLB_AND_L2_DTLB_MISS,THERMAL_STATUS_AND_ECC_ERRORS,PERF_COUNT_HW_CACHE_L1I,ITLB_RELOADS_ABORTED,DISPATCH_STALLS,PERF_COUNT_HW_CACHE_L1D,PERF_COUNT_SW_CPU_CLOCK,PAGE_SIZE_MISMATCHES,SCRUBBER_SINGLE_BIT_ECC_ERRORS,DATA_CACHE_MISSES,L1_DTLB_HIT,PERF_COUNT_HW_CACHE_LL,MICROARCHITECTURAL_LATE_CANCEL_OF_AN_ACCESS,CPU_TO_DRAM_REQUESTS_TO_TARGET_NODE,RETIRED_INDIRECT_BRANCHES_MISPREDICTED,IBS_OPS_TAGGED,MICROARCHITECTURAL_EARLY_CANCEL_OF_AN_ACCESS,CACHE_BLOCK,DR1_BREAKPOINT_MATCHES,MEMORY_CONTROLLER_BYPASS,READ_REQUEST_TO_L3_CACHE,QUADWORDS_WRITTEN_TO_SYSTEM,DCACHE_MISSES_BY_LOCKED_INSTRUCTIONS,PIPELINE_RESTART_DUE_TO_PROBE_HIT,INSTRUCTION_CACHE_REFILLS_FROM_L2,SYSTEM_READ_RESPONSES,INSTRUCTION_FETCH_STALL,PERF_COUNT_HW_CACHE_DTLB,DR0_BREAKPOINT_MATCHES,RETURN_STACK_HITS,DRAM_ACCESSES_PAGE,DATA_CACHE_REFILLS,DISPATCH_STALL_FOR_LS_FULL,
4690612,453148434,1631,0,74261,8526868,0,1597127246,79797255,58344976944,784900401,835355281,1416018702,2267874,181749,0,0,2633086,0,0,1472273,0,166848,135158610,7578,4491248,0,17915578,16642317,31732350,6513,135509997,722648619,0,239626251474,0,8136136,0,5227923,4972877,739576256,0,121198,9249,0,0,3534334316,722767776,0,0,187800081,896816553,0,0,39821308788,517677357,90844188,0,23046711,44721012,279,2888,36262,0,113158,0,4646647,36460927,0,279,0,0,19,6072,289939861,2432880,21612432172125,0,848,115716363708,0,0,388173,323709950,0,28086047,0,5519397082,24704397,290866,34485624673,0,4128126,3052321,1053915864,0,32742681,482991564,0,499588115010,197455417,927,0,0,0,2830258666,0,0,62351,144688538170,12949894086926,9110,836,1310633713,4570439,784317321,0,0,95811095136,1095624275,2242648,386796582694,12237365,0,0,658387458,55554052652,0,208296527,146370847,10453322,1262,0,0,1644722,321897438,0,0,8166996,13694409,159403640287,97628841097531,
8276421,524844685,41144,0,84431,9216014,0,1152954364,81154189,690250483425,600069748,707937462,1548021143,6440,211581967,0,0,3464278,0,0,1455269,0,104142,104851037,2697,4999462,0,17234795,16071332,78626063,5595,116863039,776372669,0,233034954679,0,19805988,0,3468034,3182134,33847246,0,84472,11150,0,0,2385635969,776466159,0,0,0,886976071,0,0,52935293431,563397346,70962942,0,33083789,80264983,152,1663,26668,0,271926,0,3835941,28790413,0,152,0,0,5,5429,298767161,2131275,15603610385766,0,910,283525436001,0,0,122019,323243371,0,24199737,0,0,29854608,301567,0,0,11998929,466183,947502255,0,28365869,237188559,0,226479095731,5518522255,6568,0,0,0,1899221095,0,0,79552,66235084954,6923197311728,42155,1103,1893578356,4724195,599705420,0,0,94395482271,1222562085,805005,774781258822,15433778,0,0,278645259,52288738524,0,154491757,125096152,6570134,4072584,0,0,1821189,67866749,0,0,8096327,11956152,125204249814,76345091977298,
9284005,430659661,5131,0,234277,10236857,0,3182469635,76350102,1212856860323,729960257,660254102,1784847209,364,0,0,0,3780435,0,0,2005920,0,48154,110934857,16601,5769288,0,15397661,17252563,47244892,5582,189010805,799270546,0,182609096718,0,28589045,0,4280192,5048627,2406913697,0,94149,10023,0,0,1816246652,799353865,0,0,0,869464720,0,0,75211135373,1002827351,110417410,0,25946008,62492236,1683,7720,38888,0,122073,0,2651893,30886156,0,1683,0,0,3,4508,278418709,1668590,16271765175546,0,861,4265875571,0,0,196592,321201259,0,24408915,0,0,27127583,245616,0,0,7521998,17116657,449119312,0,30146143,304053666,0,305368602704,1257646766,5634,0,0,0,1469128758,0,0,52129,33385818579,6059789135636,149606,1556,1500730180,2925591,729601241,0,0,112979502815,1044740950,1411285,1275424078246,12558818,0,0,470247728,426207304890,0,31641488,135068619,7130530,0,0,0,1080686,22712967320,0,0,1415959,13574585,144374766734,56514813819728,
11561856,531316104,14777,0,308782,8304840,0,2484580713,69802270,4613515761852,674057099,589258505,2211757909,3246,0,0,0,3253754,0,0,2377940,0,113944,119031693,24780,115068490,0,11478007,17254218,62298604,5812,8911753901,791127102,0,195633867545,0,27917099,0,1209504,6466991,17940,0,68989,5456,0,0,1585530431,791184936,0,0,0,934349682,0,0,61299239773,756579217,122705106,0,25486936,66603810,35,12004,29894,0,316712,0,4928270,35208713,0,35,0,0,1154,2657,187689390,2083422,12304980954720,0,694,0,0,0,308474,367311813,0,25875268,0,0,28714536,303655,0,0,1992770,7200,1217692195,0,28326341,331323118,0,594041174484,22606954967,3794,0,0,0,1292940433,0,0,73874,4253868992,4451305426250,211715240,1546,1001383298,3003141,673811363,0,0,142398567356,1034208508,955439,1130450079224,15293210,0,0,426545601,0,0,200312175,149674012,4241139,0,0,0,1488008,132276324,0,0,1433369,12729779,202079580746,47590266200913,
11875495,686202963,31307,0,337372,9904349,0,1437520503,65746157,581245428,878094942,419745361,2203483952,10510,0,0,0,2976974,0,0,2322782,0,300219,96608632,20899,3050425,0,9947610,16168285,63993100,6357,84167990,786123459,0,145276291479,0,49030046,0,1388878,7697695,1061978,0,93219,2039,0,0,1913224065,786175255,0,0,0,1009624997,0,0,52381908797,164155023,134447353,0,25595183,82495306,231,2144,7768,0,336696,0,7135036,27617863,0,230,0,0,0,1820,223788830,610254,12691498127688,0,840,0,0,0,249697,444703584,0,27167275,0,0,26468161,321311,0,0,960203,439,549088873,0,34274546,259014519,0,202542025139,6466073501,7354,0,0,0,1708403479,0,0,18,6051701136,4212092799850,0,1349,1423734221,1905142,877824535,0,0,2045314166,968336326,735200,1012492747892,20390599,0,0,287713914,0,0,154262150,144874616,5785049,0,0,0,264682,500338924,0,0,216609,14698102,158780097374,16239455497255,
14078771,678956509,0,0,380894,10484027,0,1635074458,60273822,489677077176,1000089719,313385557,2201556015,1004406,0,0,0,3150755,0,0,2374805,0,61811,95484706,16552,27026081,0,6928031,15307422,63348195,6267,2198313818,811483028,0,35864608366,0,40900682,0,4790156,7739357,1627861,0,120154,3256,0,0,1199926937,811527579,0,0,0,890698417,0,0,3295586893,335565606,134827754,0,27981459,101606405,739,215,188,0,415890,0,6591758,35192232,0,739,0,0,0,5943,157635084,417216,8428910445600,0,889,0,0,0,45585,391201027,0,43193513,0,0,32813266,226473,0,0,4484162,16880,488307241,0,34671436,391684252,0,1109802095,5782979363,7692,0,0,0,1082555583,0,0,8363,15158010993,3384374766396,0,1947,1443390620,1778401,999855275,0,0,113450108889,1509681394,694641,754410971752,20919176,0,0,299294804,0,0,16998852,154165551,1147806,0,0,0,2197192,2453320838,0,0,4515057,15179566,0,45441958814968,
18154688,603699328,0,0,394613,7606908,0,3041298794,64973685,144426158944,999996474,411643794,2200029848,0,0,0,0,2983434,0,0,2022002,0,105556,93753496,12132,452054011,0,6666111,16279907,87203470,6361,36255001151,776600106,0,189064692050,0,38469880,0,3155951,8107895,2850544,0,125567,3152,0,0,1349711511,776636284,0,0,0,964715983,0,0,41659065019,415002431,139959914,0,22601762,93464963,603,2023,20784,0,423187,0,7333523,45359244,0,604,0,0,0,1376,165737969,1258379,9636835419479,0,774,0,0,0,38519,461773762,0,54241807,0,0,27288997,241827,0,0,5358116,11613688,230125307,0,36993671,309298112,0,38281330553,6505774697,3717,0,0,0,1240447692,0,0,14542,42691628249,2010898201404,0,592,1200314304,2143967,999811082,0,0,0,1467022157,747103,661369078300,17679206,0,0,315064380,0,0,118477609,173978577,8462567,0,0,0,1349235,1608854210,0,0,2739835,16075194,0,39235409418115,
15980567,599813708,0,0,295210,7993960,0,2485852792,53649841,39733471615,1000094736,454374973,2175138075,0,0,0,0,3142542,0,0,2068925,0,144604,91354352,28364,259867461,0,4878307,21526534,71013223,6293,82629938,779073978,0,0,0,45206654,0,5724102,8731250,1829731,0,120443,10861,0,0,1225188015,779104606,0,0,0,954749566,0,0,30517628042,136719171,146851427,0,19950238,102387353,1252,8165,16956,0,292999,0,8478403,44847208,0,1252,0,0,0,2662,170627963,450405,9294650131013,0,703,0,0,0,444004,429980830,0,43753280,0,0,26773116,277892,0,0,5644766,0,0,0,36856143,321112202,0,838186884003,4370166335,5876,0,0,0,1166411637,0,0,115349,71776956113,1704370857762,0,303,1034307806,2371699,999939605,0,0,0,1467126583,344570,1284788485866,17762829,0,0,299863717,0,0,285042480,128828978,5224676,0,0,0,3373494,1452943118,0,0,3129374,15754201,0,22465165637943,
17321939,767768708,0,0,555763,9504356,0,9681071,63565176,22187110104,1000217144,419505772,2198210046,0,0,0,0,2731773,0,0,1904067,0,120671,97067188,27651,0,0,10968944,17435637,77815570,6122,667779622,785126424,0,0,0,45037629,0,4921636,9527049,1589388,0,139193,3287,0,0,1199275168,785153298,0,0,0,788927789,0,0,0,259323738,163147755,0,23143146,119521229,301,3651940,15475,0,209366,241,8929100,39661528,0,301,0,0,0,3170,118674190,1571157,9917372704491,0,778,0,0,0,190037,419330939,0,34239129,0,0,19631302,308652,0,0,2773457,0,0,0,40032539,368123580,0,770952222646,1555935300,3520,0,0,0,1142585308,0,0,11595,15034792834,1527041754484,0,1355,1098276677,2155191,1000088137,0,0,0,1522840831,1134677,116238026277,19762786,0,0,329963062,0,0,136828213,138848005,12880850,0,0,0,2362963,1856553813,0,0,1331437,16889885,0,25500725538492,
18980108,607551459,0,0,407689,10551135,0,2190644807,61992230,60739651218,1000088508,396939634,2197624843,0,0,0,0,2943075,0,0,1593399,0,158843,129094757,19562,0,0,8817281,21630667,73201689,6075,1266308650,782124245,0,0,0,56414540,0,4417119,8296504,3114497,0,138597,4658,0,0,1486825972,782151094,0,0,0,1112717389,0,0,0,209105198,145473643,0,22068335,124635366,287670,0,802,0,315397,0,8696329,39317535,0,287666,0,0,0,3242,179982334,1739422,6082512127117,0,694,0,0,0,790025,419332595,0,24606224,0,0,35103444,301399,0,0,6381396,0,0,0,46934318,397566851,0,708672018450,2124382502,628,0,0,0,1424233026,0,0,27252,30510994506,1333723447952,0,426860,1018902927,2759408,999979488,0,0,0,1534405791,1059989,609566221029,17777510,0,0,402056062,0,0,168122645,176936033,9052401,0,0,0,4846876,1901925791,0,0,4050460,19631207,0,8891287963675,
18030821,620947555,0,0,595159,10309414,0,3016001167,57228565,32943163992,1000081249,409945304,2197427340,0,0,0,0,2996376,0,0,1862747,0,206474,140531468,8860,0,0,7445957,19129037,67827712,6652,1687431795,817922273,0,0,0,80899107,0,9040005,8530686,1930958,0,149848,4612,0,0,1269638236,817939611,0,0,0,1213348278,0,0,0,244400466,149277157,0,26871316,124561693,0,0,8608,0,493859,0,8884562,40824786,0,0,0,0,0,5116,180387477,1357601,7405566063941,0,723,0,0,0,646276,429386153,0,26356461,0,0,41476172,262810,0,0,11913598,0,0,0,27908275,377589115,0,927491499876,2131821572,3451,0,0,0,1210186776,0,0,30018,34103867988,1394980858204,0,0,990058876,2315915,999988015,0,0,0,1096313410,858837,47491021921,19031513,0,0,383189172,0,0,113966663,183894488,18544672,0,0,0,3772425,1764565668,0,0,5866208,11928183,0,9668794910360,
20778889,686267687,0,0,521871,8756339,0,1709966142,61312245,183271463444,1000094732,331230930,2196725252,0,0,0,0,2735575,0,0,1822272,0,143021,149033972,8384,0,0,10250465,17971510,101920484,6579,2028833415,761801812,0,0,0,96413105,0,7715656,7482176,1957525075,0,124835,3261,0,0,1320432946,761819600,0,0,0,966439496,0,0,0,347743238,138176163,0,25926172,124434928,0,0,39555,0,613044,0,7994842,40702037,0,0,0,0,0,2450,301505263,3128025,6223648903225,0,663,0,0,0,429618,407179619,0,55819798,0,0,46098154,276930,0,0,12079644,0,0,0,27607445,371601306,0,502660140937,903826547,9025,0,182,0,1264508722,0,0,27405,31137316086,1412114197630,0,0,868976554,2100758,1000013733,0,0,0,1098774804,1827527,0,21854774,0,0,370414257,0,0,194703188,169484284,14404929,0,0,0,4109152,1884760105,0,0,9432342,11292122,0,17243490811252,
24016735,596227779,0,0,428801,9093457,0,1880148614,61029026,62025743038,1000072438,280229132,2196542137,0,0,0,0,2230210,0,0,2043901,0,171122150,185062431,39236,0,0,7426885,18023286,82922317,8071,1731167892,737059372,0,0,0,75170515,0,12164668,7883612,0,0,97165,4967,0,0,1270871560,737074825,0,0,0,993718963,0,0,0,262871628,152537724,0,24110459,114735749,0,0,29820,0,428411,0,7454659,46336619,0,0,0,0,0,1175547,194059960,1987286,8195993611145,0,685,0,0,0,262334,628159561,0,58299528,0,0,46291079,268066,0,0,8104642,0,0,0,18202328,357811417,0,789169054362,1534847033,64,0,0,0,1210453245,0,0,34613,23400106478,1342147746530,0,0,858876313,3758972,1000003174,0,0,0,1208175373,1037746,0,18621666,0,0,432392074,0,0,221823464,144134069,15722445,0,0,0,4101055,1862422967,0,0,12358998,7421609,0,15608799205308,
21397660,546980131,0,0,393278,8967961,0,2019060069,62527534,121147855488,1000087477,284802951,2196316187,0,0,0,0,2002095,0,0,1742861,0,0,128589058,9535,0,0,7783628,17908664,94707984,7582,1646345109,762748412,0,0,0,49465187,0,10077820,5887201,0,0,65513,7334,0,0,1105389411,762765939,0,0,0,868020147,0,0,0,286655670,130708851,0,26553659,116613054,0,0,9512,0,367015,0,6674827,48804195,0,0,0,0,0,0,240923196,3952360,7226400097474,0,744,0,0,0,1287190,541651070,0,78704222,0,0,49346421,306406,0,0,7764029,0,0,0,23187917,364340285,0,87438825494,1190637266,1331,0,0,0,1073066841,0,0,87122,17881425542,1074797286662,0,0,917257243,2722331,1000025454,0,0,0,1089300794,1695613,0,15764402,0,0,372699333,0,0,74719155,139760876,15649357,0,0,0,4820446,1783894188,0,0,7624790,9686977,0,14837618536412,
29365020,529282117,0,0,269518,9719274,0,2289557467,69254618,49841808527,1000094365,287171230,2196122469,0,0,0,0,3366537,0,0,2216610,0,0,106554574,1636,0,0,13197752,16196984,90767557,8032,1854905582,781261242,0,0,0,64615791,0,4707211,7033275,0,0,80144,2756,0,0,1584496488,781271135,0,0,0,941660685,0,0,0,344719750,134003082,0,28183982,113963923,0,0,22868,0,239424,0,6210680,42203529,0,0,0,0,0,0,319382301,3599277,7791083092896,0,844,0,0,0,1588330,585193757,0,62281247,0,0,50633916,332462,0,0,14627694,0,0,0,36425446,393703141,0,8070385873,1278914957,1880,0,0,0,1541993958,0,0,32171363,34223381873,882534976782,0,0,1115305012,4396520,1000038059,0,0,0,1115400353,2091726,0,15843943,0,0,408362967,0,0,0,150298571,18388003,0,0,0,4571049,1571922422,0,0,5914914,15224344,0,21272715612109,
28718355,524885444,0,0,432817,10624907,0,2751733475,97319175,0,999933104,188218497,2195963735,0,0,0,0,2685714,0,0,1887888,0,0,102664773,15433,0,0,17778894,26162693,91905609,8223,1559504872,801311774,0,0,0,41935786,0,9151012,6518609,0,0,111738,1625946,0,0,1305501265,801324238,0,0,0,882000693,0,0,0,343547376,129309809,0,30784903,102270354,0,0,7856,0,569126,0,6808143,36422673,0,0,0,0,0,0,280331612,1733849,6957976821246,0,793,0,0,0,1380060,529868770,0,67751579,0,0,42222439,235021,0,0,16177713,0,0,0,27775824,379746858,0,386021157950,1641649874,2426,0,0,0,1274779447,0,0,0,10160749936,582740718044,0,0,1013740708,3982046,999884312,0,0,0,1011804532,1779062,0,15884571,0,0,377775980,0,0,0,141501428,17391968,0,0,0,4799832,1214541746,0,0,7938027,11461915,0,39635400087202,
28872323,520670492,0,0,344917,8011647,0,380309522,109768219,0,999749301,331120470,2195830511,0,0,0,0,4714193,0,0,1821094,0,0,93244433,15109,0,0,22923891,20171545,101155322,8521,1269848065,815144890,0,0,0,36681977,0,8003907,6877162,0,0,190328,0,0,0,1442888305,815159876,0,0,0,785733237,0,0,0,318860156,143588775,0,26717846,109132943,0,0,22553,0,408280,0,6740024,36290646,0,0,0,0,0,0,272386103,2865841,3501633356919,0,804,0,0,0,1512363,626456610,0,47109829,0,0,40238271,293646,0,0,15814369,0,0,0,29324021,359671370,0,0,1366917145,3049,0,0,0,1414716357,0,0,0,3446763762,550925448952,0,0,1095691188,3089497,999708433,0,0,0,932339071,1687389,0,15383264,0,0,369153011,0,0,0,150052428,18402260,0,0,0,4978723,1091210360,0,0,8436541,12102231,0,20108733133492,
28973500,510926960,0,0,392032,9664395,0,0,95432494,0,1000088888,407401913,2195738125,0,0,0,0,4379861,0,0,2544436,0,0,145460972,10124,0,0,12585165,22609126,115327611,8022,1768618950,781097124,0,0,0,96725350,0,11811758,5883100,0,0,59504,0,0,0,1340332188,781103096,0,0,0,1005356819,0,0,0,363935968,141368826,0,17859156,107735550,0,0,68574,0,391158,0,6193758,35846946,0,0,0,0,0,0,245701533,2922361,1002020854798,0,771,0,0,0,1331732,599300213,0,57615242,0,0,33054684,320233,0,0,16823704,0,0,0,27138071,281768869,0,0,1406197766,515,0,0,0,1328832760,0,0,0,4781209188,517739859474,0,0,1020134157,3499191,1000049480,0,0,0,1056970978,2132990,0,15749393,0,0,397901546,0,0,0,122450074,18978954,0,0,0,4095262,1298481777,0,0,15305188,11472258,0,21904272106235,
30665006,573739776,0,0,347503,10559229,0,0,102256931,0,1000059368,401583033,2196073622,0,0,0,0,4650974,0,0,2300468,0,0,135731328,35051,0,0,15071403,19444049,77777554,8313,1418335182,786402107,0,0,0,22518620,0,15279003,6093275,0,0,102107,0,0,0,1380587181,786415352,0,0,0,886757886,0,0,0,387885432,144643164,0,26803008,118144046,0,0,74836,0,343695,0,5645953,35371676,0,0,0,0,0,0,271221461,3597591,1727778916843,0,634,0,0,0,355401,638188867,0,73754895,0,0,42147197,319806,0,0,16071276,0,0,0,27935128,366734414,0,0,1609002644,7194,0,0,0,1359903767,0,0,0,14458521207,530652343180,0,0,864330011,3408635,1000022099,0,0,0,993525854,1518208,0,17943521,0,0,399059525,0,0,0,140015764,15551796,0,0,0,760042,1270498748,0,0,11400210,11639399,0,9192363151949,
24804429,621872506,0,0,408294,10637335,0,0,103743603,0,1000203618,392836422,2195552036,0,0,0,0,4698536,0,0,2521094,0,0,128998226,5440812,0,0,24239216,25186391,73882763,8299,1584788749,771084986,0,0,0,19704364,0,13416830,5731629,0,0,119187,0,0,0,1525069017,771089720,0,0,0,864473841,0,0,0,356554983,148266335,0,26719840,111480192,0,0,36703,0,372124,0,6241217,36508542,0,0,0,0,0,0,340658462,4353695,3499682010323,0,704,0,0,0,440997,627220969,0,77194195,0,0,38543282,338547,0,0,6167653,0,0,0,24526522,290888701,0,0,1595348976,725,0,0,0,1502902896,0,0,0,5473808074,613403370446,0,0,1022470046,4279736,1000171047,0,0,0,980994542,2791493,0,18664463,0,0,374027642,0,0,0,157592214,2915605,0,0,0,3807370,1263866022,0,0,9607450,10294707,0,10325975688127,
22160034,514129988,0,0,361743,10939228,0,0,110867313,0,1000088174,406491260,2195477997,0,0,0,0,4873113,0,0,2151735,0,0,132959723,0,0,0,29671903,22745214,75747186,8255,1654278504,801197296,0,0,0,35327056,0,12509264,5855751,0,0,105581,0,0,0,1709781048,801205359,0,0,0,831385440,0,0,0,342433312,143025090,0,30705665,119834292,0,0,26187,0,200593640,0,5478325,40248137,0,0,0,0,0,0,317258115,3905764,2946271625114,0,782,0,0,0,1542230,616661741,0,73023979,0,0,52270421,287864,0,0,8159259,0,0,0,24936600,236773276,0,0,1449502265,1449662,0,0,0,1693841944,0,0,0,0,425416260034,0,0,1211914480,6514677,1000057410,0,0,0,955529622,2516513,0,15739961,0,0,240936835,0,0,0,159712531,14540761,0,0,0,2838532,1272924990,0,0,12932105,10365975,0,5308566827364,
16432588,533100205,0,0,355776,9251972,0,0,108407370,0,999722882,415152765,2195655606,0,0,0,0,4071992,0,0,2560151,0,0,169914320,0,0,0,29177325,24281397,66253060,8166,1544916478,791226554,0,0,0,44487199,0,14493449,6747723,0,0,120618,0,0,0,1121272781,791234083,0,0,0,790989805,0,0,0,306372468,142360109,0,37017290,113782796,0,0,60516,0,0,0,5955269,43986835,0,0,0,0,0,0,242740307,3667355,1188572600238,0,764,0,0,0,243730,646254507,0,84034112,0,0,41374569,278475,0,0,16236460,0,0,0,27405572,205118341,0,0,1601970073,0,0,0,0,1124139785,0,0,0,0,671943160638,0,0,1030684054,6199250,999697506,0,0,0,801939853,2078886,0,16183366,0,0,262206034,0,0,0,160553222,10779685,0,0,0,2617103,1317264434,0,0,12488691,11295130,0,4307968710455,
19242685,578858661,0,0,286844,9198059,0,0,112739113,0,1000064641,405663037,2195167345,0,0,0,0,4620745,0,0,2283246,0,0,124141254,0,0,0,33322204,25096816,113649974,8450,1517484468,793042047,0,0,0,28376371,0,14037433,8732736,0,0,127646,0,0,0,1093318601,793048138,0,0,0,857767646,0,0,0,352820092,163965363,0,33856735,115668410,0,0,56439,0,0,0,8188361,37888354,0,0,0,0,0,0,251585396,4226509,1733780484794,0,1002,0,0,0,667771,724330323,0,83984425,0,0,35453032,286391,0,0,4341650,0,0,0,18142030,275750519,0,0,1756697049,0,0,0,0,1081793185,0,0,0,0,651992192434,0,0,1415654110,5534518,1000040047,0,0,0,833987011,2050566,0,17924243,0,0,390500376,0,0,0,139037836,9970953,0,0,0,2682321,1305875218,0,0,9800921,8104447,0,12738781227846,
21000835,543389675,0,0,277412,9403647,0,0,109536822,0,1000088341,407081413,2195280458,0,0,0,0,4692259,0,0,2185264,0,0,104022269,0,0,0,28859515,23947235,136783610,8339,1533301514,924936203,0,0,0,71185968,0,11853873,6942779,0,0,110264,0,0,0,1029385096,924947950,0,0,0,794068384,0,0,0,303000675,151616883,0,31290026,128522999,0,0,36339,0,0,0,7876149,36914089,0,0,0,0,0,0,236363520,4125262,2120531408750,0,1006,0,0,0,546515,684912089,0,92072661,4,0,37010473,330131,0,0,3108436,0,0,0,21850157,310377637,0,0,1611992569,0,0,0,0,1047969160,0,0,0,0,589599283228,0,0,1393051514,4947479,1000065334,0,0,0,922304095,2087352,0,16916260,0,0,309448800,0,0,0,136660176,10158382,0,0,0,3588209,1374033548,0,0,10076425,9434058,0,3045551609504,
22179102,509303529,0,0,260745,10264007,0,0,95654725,0,1000098009,399378230,2195227168,0,0,0,0,4676701,0,0,2208925,0,0,99935671,0,0,0,16183500,24694263,130877660,11595,1405979850,990173063,0,0,0,33602537,0,6695181,8028930,0,0,49289475,0,0,0,919117995,990180933,0,0,0,833050155,0,0,0,235108654,154192833,0,32849491,119394365,0,0,19957,0,0,0,7174144,39029478,0,0,0,0,0,0,175206997,3562978,1190212129375,0,1005,0,0,0,915765,650543424,0,72966292,3,0,44096113,244353,0,0,3731530,0,0,0,24073280,296825611,0,0,1606748569,0,0,0,0,940672643,0,0,0,0,533071532186,0,0,1405010618,5291256,1000075617,0,0,0,885648875,1760386,0,16128273,0,0,327129464,0,0,0,134156413,13645384,0,0,0,3752557,1291113345,0,0,8461386,9844356,0,8411622062846,
