 12870216 ,4350 ,1410 ,65823 ,134028 ,3 ,11422216 ,2764 ,8749296 
 12710640 ,4559 ,894 ,53140 ,120255 ,0 ,11927153 ,2718 ,10291262 
 15736726 ,3637 ,1251 ,51935 ,97863 ,2 ,11646684 ,2214 ,11741891 
 17290077 ,5853 ,1569 ,55964 ,98979 ,0 ,8751161 ,1260 ,11792376 
 17435922 ,2768 ,705 ,69100 ,92003 ,0 ,8750687 ,1174 ,9925892 
 13857453 ,4540 ,1557 ,84655 ,126786 ,1 ,8751963 ,594 ,8751754 
 12996731 ,2692 ,1122 ,78031 ,129437 ,1 ,9933928 ,299 ,8750662 
 12555540 ,4622 ,60 ,69724 ,133570 ,0 ,11729227 ,1818 ,8750654 
 13337141 ,3703 ,1545 ,52434 ,103270 ,0 ,11761035 ,1532 ,11609217 
 17057072 ,2025 ,309 ,64988 ,91249 ,1 ,10330953 ,1677 ,11731677 
 16925487 ,5684 ,1722 ,63306 ,99525 ,0 ,8752976 ,828 ,11658648 
 16543784 ,1566 ,1509 ,74385 ,109391 ,1 ,8748668 ,1175 ,8749715 
 12535410 ,4832 ,450 ,82240 ,125204 ,2 ,8751198 ,2167 ,8750304 
 12083254 ,5046 ,639 ,75645 ,125823 ,0 ,11146579 ,2289 ,8751036 
 12518682 ,2292 ,4002 ,64661 ,133512 ,4 ,11759431 ,3059 ,9846892 
 13333104 ,12438 ,7803 ,80773 ,114276 ,3 ,11729261 ,6967 ,11729125 
 14407283 ,30831 ,8151 ,84437 ,116396 ,3 ,9109227 ,8434 ,11767793 
 15191504 ,63530 ,7440 ,111690 ,51446 ,0 ,8749674 ,8250 ,10397236 
 13417931 ,19227 ,7122 ,88881 ,132509 ,2 ,8747426 ,3423 ,8748804 
 12002500 ,11466 ,2811 ,89184 ,141546 ,3 ,9472997 ,2799 ,8749329 
 11840636 ,11285 ,4662 ,75466 ,143684 ,3 ,11727898 ,3777 ,8749001 
 11636471 ,10778 ,3828 ,63799 ,114285 ,2 ,11714746 ,4028 ,11104279 
 16361699 ,10651 ,2886 ,64666 ,102524 ,0 ,10829915 ,3709 ,11781414 
 16320529 ,16114 ,5067 ,59955 ,106947 ,3 ,8751073 ,3311 ,11728953 
 15552396 ,17236 ,7470 ,78676 ,111589 ,1 ,8749063 ,3027 ,9128447 
 11829351 ,10669 ,4179 ,85408 ,133716 ,0 ,8749910 ,2595 ,8748851 
 12194968 ,11311 ,4677 ,83483 ,144320 ,1 ,10713362 ,2800 ,8748372 
 11732794 ,19656 ,7155 ,65688 ,150332 ,5 ,11753035 ,6289 ,9408632 
 13258102 ,16149 ,4992 ,72437 ,108337 ,5 ,11730168 ,6544 ,11726689 
 14581551 ,24013 ,6747 ,76826 ,114663 ,4 ,9551654 ,11104 ,11724496 
 15356584 ,27101 ,10326 ,78701 ,111098 ,2 ,8748225 ,4725 ,10879817 
 5329827 ,115859 ,3138 ,280606 ,87398 ,1 ,8739914 ,30711 ,8744037 
 12288783 ,20612 ,4303 ,183469 ,152986 ,0 ,9153879 ,3086 ,8747185 
 12579429 ,6925 ,3759 ,70496 ,140554 ,4 ,11722891 ,3336 ,8747976 
 12071499 ,9689 ,3099 ,58254 ,110045 ,1 ,11717772 ,2738 ,10783605 
 15822198 ,7735 ,4404 ,62561 ,109307 ,3 ,11150874 ,4616 ,11744136 
 15230089 ,22569 ,7938 ,71002 ,113257 ,4 ,8748860 ,5519 ,11724312 
 15259410 ,18649 ,8088 ,82022 ,108979 ,3 ,8749787 ,3515 ,9490427 
 12358519 ,11800 ,5268 ,85292 ,145996 ,4 ,8749315 ,3096 ,8748564 
 11976143 ,6014 ,3369 ,79567 ,137945 ,1 ,10358118 ,3158 ,8749034 
 12101472 ,8482 ,4176 ,62134 ,136101 ,6 ,11709786 ,2788 ,9011032 
 13470239 ,7986 ,1965 ,53009 ,104433 ,3 ,11760686 ,3524 ,11757293 
 16288012 ,8531 ,3066 ,55203 ,102245 ,1 ,9922469 ,3283 ,11706176 
 16832228 ,5582 ,1923 ,62344 ,104500 ,2 ,8751086 ,1792 ,11270531 
 14755591 ,10976 ,5052 ,84285 ,116004 ,1 ,8749899 ,2611 ,8749467 
 11220286 ,17938 ,9621 ,104909 ,139468 ,1 ,8751047 ,3101 ,8749281 
 10716634 ,17740 ,7827 ,107382 ,153421 ,6 ,11541128 ,4842 ,8747532 
 11104379 ,12135 ,6210 ,73539 ,128582 ,4 ,11719038 ,4517 ,10200269 
 14274521 ,11541 ,4950 ,58119 ,107996 ,5 ,11721478 ,5752 ,11710650 
 16372805 ,11618 ,3843 ,52561 ,102552 ,2 ,8766007 ,3136 ,11721854 
 16925524 ,6278 ,3447 ,67247 ,104709 ,2 ,8749723 ,1144 ,10109267 
 13120311 ,13970 ,3858 ,75392 ,125456 ,0 ,8749559 ,1769 ,8751544 
 12116036 ,2982 ,195 ,79827 ,129864 ,0 ,9715145 ,3585 ,8750270 
 12387992 ,1138 ,243 ,74364 ,128096 ,2 ,11740716 ,2926 ,8750323 
 12239925 ,4351 ,387 ,63824 ,104973 ,0 ,11759147 ,3182 ,11400555 
 16172882 ,9076 ,1881 ,57455 ,100575 ,0 ,10541385 ,3898 ,11726289 
 17019434 ,4863 ,483 ,58462 ,104166 ,2 ,8751514 ,2112 ,11720308 
 14959897 ,16820 ,7275 ,79276 ,115969 ,3 ,8750065 ,3866 ,8900388 
 10361394 ,31315 ,14319 ,108655 ,163037 ,7 ,8749690 ,7058 ,8747908 
 9577736 ,29503 ,9927 ,115053 ,158207 ,4 ,10936018 ,8460 ,8745759 
 11197874 ,13482 ,5508 ,67788 ,140096 ,2 ,11758878 ,6073 ,9638625 
 13783216 ,11141 ,3855 ,63895 ,104264 ,3 ,11726436 ,5724 ,11733721 
 16943691 ,11224 ,4335 ,66384 ,94955 ,1 ,9322844 ,4731 ,12166569 
 16404724 ,10723 ,6492 ,80960 ,106802 ,6 ,8747642 ,141 ,10217531 
 13446562 ,5091 ,498 ,89898 ,113371 ,0 ,8752444 ,2894 ,8749191 
 12821125 ,595 ,2205 ,93431 ,135368 ,2 ,9602488 ,2993 ,8747811 
 12770300 ,5339 ,3858 ,78631 ,140907 ,7 ,11712123 ,1417 ,8748557 
 12032175 ,10841 ,3402 ,66178 ,99152 ,0 ,11700089 ,2504 ,11238982 
 16451045 ,6223 ,3483 ,67182 ,104863 ,2 ,10728316 ,3494 ,11725601 
 15677784 ,17304 ,2208 ,75069 ,103384 ,4 ,8749324 ,4515 ,11714644 
 16057897 ,3777 ,4755 ,80125 ,110681 ,3 ,8748777 ,7319 ,9062240 
 12290887 ,13367 ,6945 ,92882 ,140895 ,3 ,8749974 ,3021 ,8748683 
 12010570 ,9308 ,1572 ,81226 ,131853 ,1 ,10760857 ,1723 ,8749844 
 12563224 ,8454 ,2445 ,64038 ,133561 ,0 ,11732688 ,3556 ,9434114 
 14136802 ,6493 ,1443 ,49164 ,109858 ,0 ,11718976 ,3690 ,11716395 
 16983766 ,11127 ,3567 ,60405 ,98637 ,0 ,9535406 ,1479 ,11713354 
 16014383 ,15133 ,4077 ,76306 ,89701 ,0 ,8751653 ,1251 ,10878951 
 14404043 ,11808 ,4437 ,89844 ,109980 ,0 ,8752565 ,300 ,8753042 
 12578101 ,7724 ,3681 ,90881 ,127520 ,0 ,8932559 ,412 ,8751115 
 12628473 ,7430 ,2883 ,76298 ,136609 ,0 ,11749185 ,489 ,8750976 
 12451739 ,7624 ,3102 ,60750 ,114249 ,0 ,11713224 ,749 ,10580812 
 15575275 ,7738 ,3111 ,60287 ,96850 ,0 ,11355400 ,1190 ,11754888 
 16118566 ,13885 ,5685 ,56535 ,94530 ,3 ,8752399 ,875 ,11725861 
 16322496 ,9807 ,3945 ,76579 ,90314 ,0 ,8753084 ,708 ,9693553 
 13388396 ,6131 ,3849 ,92296 ,128075 ,2 ,8751511 ,130 ,8754093 
 13024274 ,107 ,465 ,83460 ,124658 ,0 ,10123371 ,137 ,8750802 
 12429441 ,188 ,0 ,76026 ,122904 ,3 ,11714779 ,3044 ,8766063 
 13861755 ,2080 ,2079 ,67650 ,107371 ,1 ,11710059 ,543 ,11719649 
 17443600 ,313 ,0 ,70646 ,88794 ,0 ,10204058 ,494 ,11720477 
 17452441 ,2834 ,4188 ,68774 ,105793 ,3 ,8747844 ,217 ,11543863 
 16425273 ,803 ,69 ,95849 ,97463 ,0 ,8752085 ,92 ,8752479 
 13022194 ,638 ,1071 ,99082 ,133066 ,2 ,8748468 ,130 ,8750740 
 12961047 ,188 ,18 ,91068 ,131390 ,2 ,11275163 ,739 ,8750651 
 12904046 ,247 ,30 ,70032 ,120203 ,2 ,11716799 ,1251 ,9928897 
 15504703 ,50 ,2685 ,67932 ,106594 ,4 ,11709437 ,701 ,11715899 
 17471561 ,1516 ,612 ,70616 ,89302 ,0 ,9044040 ,249 ,11756586 
 16633491 ,9986 ,3849 ,72400 ,93100 ,0 ,8750906 ,70 ,10350745 
 14669885 ,607 ,24 ,93736 ,128771 ,3 ,8749445 ,1140 ,8749435 
 12437066 ,2980 ,30 ,88141 ,130889 ,1 ,9441125 ,2662 ,8749604 
 12370325 ,2082 ,24 ,72422 ,140069 ,2 ,11720499 ,4545 ,8749729 
 12590433 ,8338 ,4575 ,56207 ,111575 ,7 ,11699222 ,2399 ,11043240 
 15915552 ,8463 ,3720 ,60955 ,108371 ,2 ,10891052 ,4557 ,11761612 
 16215113 ,10784 ,4803 ,66086 ,100778 ,2 ,8749777 ,3090 ,11713856 
 15464877 ,11449 ,7608 ,95369 ,108615 ,4 ,8748889 ,3001 ,9222468 
 10611278 ,18336 ,9063 ,106685 ,146007 ,8 ,8749882 ,4221 ,8747189 
 9946512 ,25179 ,13788 ,109744 ,156642 ,16 ,10598875 ,8123 ,8743565 
 9302894 ,35950 ,15645 ,114380 ,163413 ,14 ,11797767 ,10970 ,9346652 
 12127965 ,23538 ,9231 ,84418 ,114309 ,6 ,11744335 ,8922 ,11741927 
 14306865 ,26882 ,9048 ,83116 ,120191 ,7 ,9589889 ,8541 ,11722158 
 14014204 ,33243 ,14310 ,84501 ,119552 ,1 ,8748065 ,5784 ,10924240 
 8425872 ,26468 ,13488 ,109070 ,163555 ,14 ,8745382 ,11603 ,8744396 
 6469673 ,40623 ,98962 ,122647 ,226988 ,0 ,8996790 ,23947 ,8748139 
 6465852 ,40442 ,85119 ,122965 ,210436 ,0 ,11852155 ,27213 ,8749959 
 6517284 ,40068 ,81927 ,99119 ,171428 ,0 ,11805069 ,32675 ,10845361 
 8362225 ,43799 ,73291 ,99225 ,161249 ,0 ,11089968 ,33212 ,11812575 
 8820892 ,55280 ,96159 ,98671 ,154553 ,0 ,8750310 ,27939 ,11811960 
 8737393 ,55778 ,103830 ,125208 ,158813 ,0 ,8750209 ,24007 ,9270680 
 6539110 ,51599 ,102243 ,132817 ,226830 ,0 ,8748961 ,24417 ,8747005 
 6472158 ,42269 ,95994 ,132465 ,207616 ,0 ,10918120 ,24562 ,8748214 
 6491161 ,40438 ,83970 ,99904 ,209524 ,0 ,11885224 ,32922 ,9748253 
 7678786 ,40068 ,81846 ,98402 ,160487 ,0 ,11819960 ,32884 ,11817730 
 8795190 ,53159 ,91329 ,99556 ,152226 ,0 ,9119439 ,31006 ,11835845 
 8413136 ,49519 ,107992 ,113103 ,154031 ,0 ,8749327 ,22467 ,10336016 
 6907021 ,41073 ,98055 ,127285 ,236383 ,0 ,8748569 ,18872 ,8748711 
 6248928 ,29761 ,98352 ,131408 ,245585 ,0 ,9947989 ,18940 ,8748748 
 6129850 ,29935 ,75438 ,107479 ,235063 ,0 ,11744013 ,23023 ,8747400 
 6365851 ,32143 ,68430 ,96462 ,195953 ,1 ,11782218 ,26423 ,11666796 
 8273498 ,34351 ,72315 ,94324 ,184435 ,0 ,10267953 ,25155 ,11759606 
 8264635 ,40090 ,97782 ,94649 ,175929 ,0 ,8749564 ,20397 ,11562088 
 7600448 ,43819 ,98011 ,128099 ,198894 ,0 ,8748129 ,19688 ,8749082 
 6198801 ,34577 ,95271 ,127749 ,255542 ,0 ,8749127 ,19001 ,8749129 
 6131857 ,29590 ,83559 ,122942 ,239903 ,0 ,11453081 ,20323 ,8748836 
 6118327 ,29855 ,76164 ,93711 ,214504 ,0 ,11749605 ,25059 ,10144642 
 7479189 ,31460 ,69342 ,96725 ,189790 ,0 ,11758081 ,26456 ,11760264 
 8280439 ,40430 ,79512 ,94190 ,184484 ,0 ,8783940 ,23962 ,11765139 
 8247725 ,40822 ,105645 ,110881 ,177200 ,0 ,8749297 ,18757 ,10071616 
 5556859 ,61924 ,91821 ,153219 ,221814 ,0 ,8749365 ,23152 ,8749447 
 4843658 ,51191 ,78504 ,195879 ,237600 ,0 ,9980395 ,30024 ,8747497 
 4770354 ,50642 ,63381 ,162271 ,234744 ,0 ,11837912 ,37163 ,8753807 
 5088183 ,51259 ,58992 ,140919 ,179447 ,0 ,11848995 ,40357 ,11858161 
 6353439 ,61692 ,66900 ,145469 ,172597 ,0 ,10073602 ,40472 ,11851303 
 6470499 ,70966 ,78756 ,148363 ,176405 ,0 ,8749287 ,31026 ,11271786 
 3635892 ,102506 ,59163 ,209262 ,174134 ,0 ,8748404 ,35709 ,8746991 
 2503973 ,119414 ,19716 ,269026 ,173599 ,0 ,8988977 ,38346 ,8747058 
 2571089 ,135346 ,4128 ,347432 ,178420 ,0 ,11942903 ,55688 ,8747348 
 2795997 ,145961 ,222 ,328747 ,162204 ,0 ,11887255 ,70883 ,11018062 
 3831872 ,157853 ,9 ,270286 ,71806 ,0 ,10914784 ,58530 ,11931960 
 3946541 ,110368 ,0 ,156842 ,22994 ,0 ,8749361 ,41243 ,11898473 
 3771879 ,110160 ,0 ,208315 ,24872 ,0 ,8749036 ,36627 ,8886221 
